"ncca_site_id","distToNearestBlock","low_minor_buf","low_inc_buf","min_inc","max_inc"
"NLA_CO-10009",0,0.124320434555788,0.22496075909977,0.192307692307692,0.276283618581907
"NLA_NE-10018",0,0.014723926380368,0.244471744471744,0.244471744471744,0.244471744471744
"NLA_UT-10006",0,0.085303662494205,0.506572769953051,0.506572769953051,0.506572769953051
"NLA_MT-10015",0,0.750759878419452,0.391084093211752,0.391084093211752,0.391084093211752
"NLA_MN-10029",0,0.058432934926959,0.201859229747675,0.201859229747675,0.201859229747675
"NLA_AR-10004",0,0.411172474700122,0.634410450256557,0.329113924050632,0.652173913043478
"NLA_UT-10008",0,0.112083105522143,0.157463094587206,0.157463094587206,0.157463094587206
"NLA_WA-10011",0,0.309927194087255,0.330040584904299,0.052665382145151,0.564516129032258
"NLA_WY-10007",0,0.17579250720461,0.216138328530259,0.216138328530259,0.216138328530259
"NLA_AL-10006",0,0.469468667561319,0.427582093546304,0.426795580110497,0.442348008385744
"NLA_MO-10012",0,0.085646312450436,0.306793279766252,0.306793279766252,0.306793279766252
"NLA_MD-10004",0,0.492950519500206,0.371140120121593,0.164705882352941,0.606623586429725
"NLA_UT-10009",0,0.044494965898019,0.3910360506658,0.3910360506658,0.3910360506658
"NLA_ID-10009",0,0.132132132132132,0.513513513513513,0.513513513513513,0.513513513513513
"NLA_NE-10020",0,0.009487666034156,0.244517543859649,0.244517543859649,0.244517543859649
"NLA_KS-10019",0,0.034912718204489,0.099750623441396,0.099750623441396,0.099750623441396
"NLA_MI-10012",0,0.0485695072562108,0.219793051849114,0.163297872340425,0.22065868263473
"NLA_NE-10021",0,0,0.235294117647058,0.235294117647058,0.235294117647058
"NLA_TN-10004",0,0.138843110945555,0.202633383066875,0.022907488986784,0.301761066158971
"NLA_RI-10006",0,0.0453216374269,0.121700879765395,0.121700879765395,0.121700879765395
"NLA_LA-10008",0,0.124528301886792,0.40754716981132,0.40754716981132,0.40754716981132
"NLA_SD-10012",0,0.106332138590203,0.444844124700239,0.444844124700239,0.444844124700239
"NLA_CO-10011",0,0.174691673546288,0.133083612749788,0.113848768054375,0.289549376797698
"NLA_NE-10022",0,0.014723926380368,0.244471744471744,0.244471744471744,0.244471744471744
"NLA_SC-10005",0,0.872434990672693,0.499630755800382,0.495359628770301,0.583476764199655
"NLA_AZ-10005",0,0.208529493728884,0.296741329667672,0.262357414448669,0.416299559471365
"NLA_FL-10013",0,0.0457985876047508,0.417626466249548,0.391509433962264,0.462068965517241
"NLA_OR-10013",0,0.041716328963051,0.332515337423312,0.332515337423312,0.332515337423312
"NLA_LA-10009",0,0.413907284768211,0.433526011560693,0.433526011560693,0.433526011560693
"NLA_IA-10009",0,0.375102528830931,0.427574478702939,0.252016129032258,0.504672897196261
"NLA_OK-10013",0,0.245109321058688,0.32681242807825,0.32681242807825,0.32681242807825
"NLA_WI-10016",0,0.014641288433382,0.260614934114202,0.260614934114202,0.260614934114202
"NLA_OK-10014",0,0.076464746772592,0.12994923857868,0.12994923857868,0.12994923857868
"NLA_AL-10008",0,0.524547856921355,0.18371667115027,0.114907688068338,0.357988165680473
"NLA_MI-10016",0,0.017214397496088,0.347417840375586,0.347417840375586,0.347417840375586
"NLA_IA-10010",0,0.000185776471525703,0.173236084133225,0.130862329803328,0.365040650406504
"NLA_OH-10013",0,0,0.306937631394534,0.306937631394534,0.306937631394534
"NLA_IL-10009",0,0.036585365853658,0.263719512195121,0.263719512195121,0.263719512195121
"NLA_FL-10014",0,0.278794103058108,0.315096519568992,0.258166491043203,0.405438066465256
"NLA_LA-10010",0,0.222870478413068,0.369894982497082,0.369894982497082,0.369894982497082
"NLA_IN-10012",0,0.073236889692586,0.174502712477396,0.174502712477396,0.174502712477396
"NLA_ME-10027",0,0.0323769783560045,0.360904521455225,0.332509270704573,0.361546499477534
"NLA_NC-10010",0,0.033324396602462,0.133931192756819,0.115095174856131,0.228368794326241
"NLA_TX-10019",0,0.176470588235294,0.264705882352941,0.264705882352941,0.264705882352941
"NLA_RI-10007",0,0.0804938290498063,0.0703471743325706,0.044906166219839,0.124341412012644
"NLA_CA-10010",0,0.295111111111111,0.226702508960573,0.226702508960573,0.226702508960573
"NLA_SD-10014",0,0.001508295625943,0.165912518853695,0.165912518853695,0.165912518853695
"NLA_PA-10011",0,0.0202396463507522,0.373178747675308,0.198958935801041,0.480525803310613
"NLA_MT-10018",0,0.073545554335895,0.246981339187705,0.246981339187705,0.246981339187705
"NLA_UT-10011",0,0.442049808429118,0.358826358826358,0.358826358826358,0.358826358826358
"NLA_ND-10019",0,0.013460015835313,0.154335719968178,0.154335719968178,0.154335719968178
"NLA_IA-10011",0,0.087121212121212,0.225378787878787,0.225378787878787,0.225378787878787
"NLA_CA-10011",0,0.109868421052631,0.161247511612475,0.161247511612475,0.161247511612475
"NLA_DE-10005",0,0.112885439027798,0.341908075469432,0.324573863636363,0.395155185465556
"NLA_WA-10013",0,0.161155295102553,0.212222687316869,0.212222687316869,0.212222687316869
"NLA_OR-10016",0,0.134611273090911,0.44816223828357,0.437828371278458,0.452282157676348
"NLA_IA-10012",0,0.0026438637580834,0.276907818482665,0.153333333333333,0.347317073170731
"NLA_NC-10012",0,0.533916791748692,0.527643028998077,0.369688385269121,0.611967361740707
"NLA_MI-10021",0,0.333333333333333,1,1,1
"NLA_MT-10019",0,0.380115701468084,0.337755781592924,0.305851063829787,0.341626794258373
"NLA_OR-10018",0,0.098176718092567,0.415147265077138,0.415147265077138,0.415147265077138
"NLA_MT-10020",0,0.13217213114754,0.288934426229508,0.288934426229508,0.288934426229508
"NLA_MN-10032",0,0.0833899117948641,0.285477398029512,0.098039215686274,0.298648648648648
"NLA_MT-10021",0,0.046362909672262,0.30775379696243,0.30775379696243,0.30775379696243
"NLA_NE-10023",0,0.0287494650235772,0.259917538816273,0.244471744471744,0.375893769152196
"NLA_OK-10018",0,0.324745762711864,0.385084745762711,0.385084745762711,0.385084745762711
"NLA_ND-10020",0,0.103743315508021,0.284334763948497,0.284334763948497,0.284334763948497
"NLA_CO-10015",0,0.040581670612107,0.179235711870138,0.179235711870138,0.179235711870138
"NLA_MS-10006",0,0.750501915735483,0.651927825715592,0.64899257688229,0.665071770334928
"NLA_ID-10011",0,0.0706561059861519,0.198779167883696,0.16522210184182,0.253024193548387
"NLA_CO-10017",0,0.0937319613793618,0.297378693289759,0.062678062678063,0.347380410022779
"NLA_FL-10016",0,0.195459032576505,0.14807502467917,0.14807502467917,0.14807502467917
"NLA_CT-10009",0,0.210513226182379,0.216599491450848,0.063564131668558,0.333823529411764
"NLA_TX-10022",0,0.377563329312424,0.226148409893992,0.226148409893992,0.226148409893992
"NLA_NV-10012",0,0.102493074792243,0.432132963988919,0.432132963988919,0.432132963988919
"NLA_GA-10008",0,0.145299145299145,0.252747252747252,0.252747252747252,0.252747252747252
"NLA_OK-10019",0,0.234715665959085,0.495845360695997,0.489925768822905,0.520547945205479
"NLA_IN-10014",0,0.0121484695874318,0.0720015139869762,0.068090787716956,0.366803278688524
"NLA_SD-10018",0,0.031223628691983,0.220253164556962,0.220253164556962,0.220253164556962
"NLA_IA-10014",0,0.006153846153846,0.256153846153846,0.256153846153846,0.256153846153846
"NLA_NM-10008",0,0.388191881918819,0.094564408041698,0.094564408041698,0.094564408041698
"NLA_AZ-10006",0,0.160456273764258,0.262357414448669,0.262357414448669,0.262357414448669
"NLA_MO-10015",0,0.051351351351351,0.336486486486486,0.336486486486486,0.336486486486486
"NLA_FL-10017",0,0.30956678700361,0.420594965675057,0.420594965675057,0.420594965675057
"NLA_KY-10005",0,0.0920324634550652,0.297566971918785,0.122019635343618,0.752650176678445
"NLA_CT-10010",0,0.251627802873685,0.0296257499394905,0,0.079706825469537
"NLA_OK-10021",0,0.232055063913471,0.334022750775594,0.334022750775594,0.334022750775594
"NLA_AZ-10007",0,0.375687568756875,0.416299559471365,0.416299559471365,0.416299559471365
"NLA_WY-10008",0,0.0594244229409509,0.241054409478664,0.238883143743536,0.328385899814471
"NLA_NC-10013",0,0.159649854105877,0.405020920502092,0.405020920502092,0.405020920502092
"NLA_WY-10009",0,0.125486381322957,0.263618677042801,0.263618677042801,0.263618677042801
"NLA_WI-10022",0,0.0152,0.149157979149959,0.149157979149959,0.149157979149959
"NLA_MI-10023",0,0.114532019704433,0.211822660098522,0.211822660098522,0.211822660098522
"NLA_OK-10022",0,0.344567404426559,0.414167528438469,0.414167528438469,0.414167528438469
"NLA_CO-10018",0,0.0983976507235401,0.165888060431007,0.148148148148148,0.262839879154078
"NLA_NE-10025",0,0.014723926380368,0.244471744471744,0.244471744471744,0.244471744471744
"NLA_AZ-10009",0,0.67818831942789,0.556930693069306,0.556930693069306,0.556930693069306
"NLA_MN-10038",0,0.018587360594795,0.379182156133829,0.379182156133829,0.379182156133829
"NLA_WV-10007",0,0.0263770110423012,0.373808293171806,0.175355450236966,0.423770781747435
"NLA_MT-10024",0,0.958230958230958,0.671284634760705,0.671284634760705,0.671284634760705
"NLA_MT-10025",0,0.750759878419452,0.391084093211752,0.391084093211752,0.391084093211752
"NLA_UT-10012",0,0.188216039279869,0.126022913256955,0.126022913256955,0.126022913256955
"NLA_MS-10007",0,0.828016643550624,0.778085991678224,0.778085991678224,0.778085991678224
"NLA_NE-10026",0,0.076475477971737,0.42169728783902,0.42169728783902,0.42169728783902
"NLA_MI-10024",0,0.0178580484885656,0.348849892678496,0.347417840375586,0.414634146341463
"NLA_DE-10006",0,0.0234319785986318,0.0965763084131807,0.088057901085645,0.222632226322263
"NLA_AR-10007",0,0.0810674579192219,0.440278308521595,0.356435643564356,0.594594594594594
"NLA_ME-10028",0,0.0336017468839554,0.383997682704957,0.380558428128231,0.428571428571428
"NLA_NE-10027",0,0.0119612087140665,0.396932854862969,0.209553158705701,0.4026517794836
"NLA_WY-10010",0,0.0740823018333884,0.423005374181421,0.28735632183908,0.423076923076923
"NLA_NM-10010",0,0.422872340425531,0.348993288590604,0.348993288590604,0.348993288590604
"NLA_AR-10008",0,0.157423971377459,0.431127012522361,0.431127012522361,0.431127012522361
"NLA_CO-10020",0,0.319283456269757,0.376185458377239,0.376185458377239,0.376185458377239
"NLA_NY-10008",0,0.301733451220918,0.270620937948623,0.120155038759689,0.321787709497206
"NLA_MN-10039",0,0.0141684899629628,0.160877263959727,0.123350022758306,0.232824427480916
"NLA_NE-10028",0,0.028619528619529,0.232323232323232,0.232323232323232,0.232323232323232
"NLA_MD-10005",0,0.369774919614147,0.207395498392282,0.207395498392282,0.207395498392282
"NLA_OR-10022",0,0.180154142581888,0.246728971962616,0.246728971962616,0.246728971962616
"NLA_CA-10014",0,0.28640246192401,0.216768052833829,0.040609137055837,0.226702508960573
"NLA_NV-10014",0,0.261583011583011,0.203947368421052,0.203947368421052,0.203947368421052
"NLA_IA-10015",0,0.022458628841608,0.072274881516588,0.072274881516588,0.072274881516588
"NLA_ND-10027",0,0.083700440528634,0.210572687224669,0.210572687224669,0.210572687224669
"NLA_UT-10014",0,0.28698224852071,0.381656804733727,0.381656804733727,0.381656804733727
"NLA_KY-10006",0,0,0.531514581373471,0.531514581373471,0.531514581373471
"NLA_MA-10009",0,0.0444871520974285,0.146636598263982,0.06787504820671,0.233990147783251
"NLA_AL-10012",0,0.586065573770491,0.55191256830601,0.55191256830601,0.55191256830601
"NLA_MO-10017",0,0.00877746633143228,0.180249248039908,0.160112359550561,0.3
"NLA_OK-10024",0,0.417977740621204,0.578676714028889,0.576783555018137,0.748780487804878
"NLA_TX-10025",0,0.215815485996705,0.340715502555366,0.340715502555366,0.340715502555366
"NLA_SD-10021",0,0.007371007371007,0.27027027027027,0.27027027027027,0.27027027027027
"NLA_LA-10011",0,0.0440097799511,0.508905852417302,0.508905852417302,0.508905852417302
"NLA_TN-10006",0,0.09375,0.489583333333333,0.489583333333333,0.489583333333333
"NLA_MO-10018",0,0.128067484662576,0.373261205564142,0.373261205564142,0.373261205564142
"NLA_MI-10027",0,0.062793655347121,0.311174619049923,0.309803921568627,0.313104661389621
"NLA_WY-10011",0,0.081876913277741,0.35587453447637,0.309976247030878,0.483870967741935
"NLA_NC-10015",0,0.0860072771043899,0.249129057592905,0.239436619718309,0.311389071757735
"NLA_MT-10026",0,0.203947368421052,0.364661654135338,0.364661654135338,0.364661654135338
"NLA_FL-10019",0,0.68870254607713,0.345813472836887,0.134661835748792,0.712903225806451
"NLA_TX-10026",0,0.857549857549857,0.602564102564102,0.602564102564102,0.602564102564102
"NLA_MT-10027",0,0.033755274261603,0.164556962025316,0.164556962025316,0.164556962025316
"NLA_SD-10022",0,0.001508295625943,0.165912518853695,0.165912518853695,0.165912518853695
"NLA_PA-10016",0,0.195461200585651,0.433359936153232,0.433359936153232,0.433359936153232
"NLA_NM-10012",0,0.630481851206516,0.410388725682926,0.359859566998244,0.436320754716981
"NLA_AZ-10012",0,0.375687568756875,0.416299559471365,0.416299559471365,0.416299559471365
"NLA_MT-10028",0,0.0234375,0.337890625,0.337890625,0.337890625
"NLA_FL-10020",0,0.588235294117647,0,0,0
"NLA_CO-10023",0,0.24691178321198,0.302688242202792,0.082407407407407,0.40819209039548
"NLA_FL-10022",0,0.179814385150812,0.468097447795823,0.468097447795823,0.468097447795823
"NLA_MO-10019",0,0.0285809813945028,0.413854754823188,0.413733905579399,0.45414847161572
"NLA_MI-10028",0,0.026901669758813,0.10204081632653,0.10204081632653,0.10204081632653
"NLA_OR-10026",0,0.112175102599179,0.316005471956224,0.316005471956224,0.316005471956224
"NLA_NY-10009",0,0.0723022546116453,0.282972700484685,0.225484439224897,0.363317757009345
"NLA_TX-10028",0,0.071864725223109,0.198484130743723,0.198484130743723,0.198484130743723
"NLA_MS-10008",0,0.033480176211454,0.526467757459095,0.526467757459095,0.526467757459095
"NLA_NE-10032",0,0.075700934579439,0.325757575757575,0.325757575757575,0.325757575757575
"NLA_GA-10012",0,0.173134328358208,0.310447761194029,0.310447761194029,0.310447761194029
"NLA_WA-10018",0,0.36493288590604,0.221362229102167,0.221362229102167,0.221362229102167
"NLA_SD-10024",0,0.038784067085954,0.319283456269757,0.319283456269757,0.319283456269757
"NLA_MT-10029",0,0.095367847411444,0.200272479564032,0.200272479564032,0.200272479564032
"NLA_MT-10030",0,0.091703056768559,0.238178633975481,0.238178633975481,0.238178633975481
"NLA_WY-10012",0,0.096199524940617,0.309976247030878,0.309976247030878,0.309976247030878
"NLA_NE-10033",0,0,0.235294117647058,0.235294117647058,0.235294117647058
"NLA_MT-10031",0,0.0375,0.2475,0.2475,0.2475
"NLA_CA-10018",0,0.41799709724238,0.204644412191582,0.204644412191582,0.204644412191582
"NLA_WY-10013",0,0.081775700934579,0.293184488836662,0.293184488836662,0.293184488836662
"NLA_OK-10027",0,0.181582360570687,0.31188443860801,0.31188443860801,0.31188443860801
"NLA_CO-10025",0,0.079082353140142,0.147980280570612,0.142160844841592,0.244413407821229
"NLA_KY-10008",0,0.107306226089676,0.271186430142854,0.264579901153212,0.271301976823449
"NLA_TX-10029",0,0.980042269008949,0.752328585611105,0.748783610755441,0.823529411764705
"NLA_TN-10008",0,0.000102674503107881,0.196861860381933,0.133854166666666,0.24190800681431
"NLA_FL-10023",0,0.470601852022774,0.339709555120554,0.255423494114931,0.345842089462623
"NLA_RI-10010",0,0.002774188836958,0.166680694693868,0.090909090909091,0.167202572347266
"NLA_WY-10014",0,0.405376461635291,0.409903788592221,0.219060225016545,0.48564867967853
"NLA_MO-10020",0,0.034955125177137,0.090435606060606,0.090435606060606,0.090435606060606
"NLA_AR-10009",0,0.103153191996484,0.446695425151105,0.417069243156199,0.804225352112676
"NLA_SD-10027",0,0.001508295625943,0.165912518853695,0.165912518853695,0.165912518853695
"NLA_TN-10009",0,0.0300191966424949,0.495019496884074,0.325963718820861,0.516042780748663
"NLA_NY-10011",0,0.006024096385542,0.204819277108433,0.204819277108433,0.204819277108433
"NLA_SD-10028",0,0.049455984174085,0.426865671641791,0.426865671641791,0.426865671641791
"NLA_NM-10013",0,0.452451269935026,0.266391021854695,0.266391021854695,0.266391021854695
"NLA_OK-10028",0,0.131343283582089,0.362189054726368,0.362189054726368,0.362189054726368
"NLA_ND-10033",0,0.012345679012346,0.169655172413793,0.169655172413793,0.169655172413793
"NLA_KS-10025",0,0.119047619047619,0.28735632183908,0.28735632183908,0.28735632183908
"NLA_ID-10017",0,0.110057633289242,0.486630208512864,0.384934346924671,0.620865139949109
"NLA_LA-10013",0,0.76888714795559,0.702733297935433,0.318098720292504,0.8
"NLA_NC-10016",0,0.214046822742474,0.596610169491525,0.596610169491525,0.596610169491525
"NLA_TX-10032",0,0.331,0.316,0.316,0.316
"NLA_CO-10026",0,0.007075471698113,0.297169811320754,0.297169811320754,0.297169811320754
"NLA_ID-10018",0,0.029279279279279,0.406531531531531,0.406531531531531,0.406531531531531
"NLA_RI-10011",0,0.017470565894417,0.145383104125736,0.145383104125736,0.145383104125736
"NLA_SD-10030",0,0.006889763779528,0.20767716535433,0.20767716535433,0.20767716535433
"NLA_MT-10032",0,0.065853658536585,0.29390243902439,0.29390243902439,0.29390243902439
"NLA_MT-10033",0,0.050359712230216,0.34054834054834,0.34054834054834,0.34054834054834
"NLA_UT-10019",0,0.118438761776581,0.226783310901749,0.226783310901749,0.226783310901749
"NLA_ND-10034",0,0.013460015835313,0.154335719968178,0.154335719968178,0.154335719968178
"NLA_MT-10034",0,0.045698924731183,0.418010752688172,0.418010752688172,0.418010752688172
"NLA_ND-10035",0,0.032133676092545,0.212082262210796,0.212082262210796,0.212082262210796
"NLA_CT-10013",0,0.80091528533328,0.389778399534742,0.041176470588235,0.655325443786982
"NLA_NE-10035",0,0.032786885245902,0.3206106870229,0.3206106870229,0.3206106870229
"NLA_NE-10036",0,0.01027397260274,0.107305936073059,0.107305936073059,0.107305936073059
"NLA_AR-10010",0,0.007608695652174,0.184782608695652,0.184782608695652,0.184782608695652
"NLA_TN-10011",0,0.069973890339425,0.503511615343057,0.503511615343057,0.503511615343057
"NLA_NY-10012",0,0.006024096385542,0.204819277108433,0.204819277108433,0.204819277108433
"NLA_OR-10029",0,0.0945421768250505,0.345731632107665,0.33005299015897,0.706666666666666
"NLA_TX-10033",0,0.251436648629871,0.492520592588939,0.401339515713549,0.538805970149253
"NLA_WY-10017",0,0.08256880733945,0.427997992975414,0.427997992975414,0.427997992975414
"NLA_PA-10018",0,0.0730002016476533,0.0763724899237689,0.060739436619718,0.530332681017612
"NLA_OR-10030",0,0.041716328963051,0.332515337423312,0.332515337423312,0.332515337423312
"NLA_SD-10032",0,0.090007627765065,0.249806051202482,0.249806051202482,0.249806051202482
"NLA_NE-10037",0,0.028619528619529,0.232323232323232,0.232323232323232,0.232323232323232
"NLA_NM-10014",0,0.253771551724137,0.463024282560706,0.463024282560706,0.463024282560706
"NLA_SD-10033",0,0.810532432747476,0.726403053043295,0.672268907563025,0.726645435244161
"NLA_TN-10012",0,0.0402053392010763,0.463525477367019,0.271498771498771,0.478717813977929
"NLA_MT-10036",0,0.037105751391466,0.328385899814471,0.328385899814471,0.328385899814471
"NLA_OK-10031",0,0.45146977260122,0.474209650582362,0.474209650582362,0.474209650582362
"NLA_IL-10012",0,0.012208657047725,0.033487297921478,0.033487297921478,0.033487297921478
"NLA_ND-10036",0,0.127476313522825,0.240484429065743,0.240484429065743,0.240484429065743
