"UNIQUE_ID","EPA_REG","LAT_DD83","LON_DD83","PTL_COND","NTL_COND","CHLA_COND","TROPHIC_STATE","ATZ_EPA_COND_3.4","ATZ_DETECT","CYLSPER_EPA_COND","CYLSPER_DETECT","MICX_EPA_COND","MICX_DETECT","ECOLI_EPA_COND","ECOLI_DETECT","BENT_MMI_COND_2017","ZOOP_MMI_COND_2017","DRAWDOWN_COND_2CAT_2017","LITRIPCVR_COND","LITCVR_COND","RVEG_COND","RDIS_COND","NLA_SCI_STATUS","distToNearestBlock","low_minor_buf","low_inc_buf","min_inc","max_inc"
"NLA_IN-10035","Region_05",41.70096,-85.04234,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Poor","Good","Not Large","Poor","Poor","Fair","Poor","Least Disturbed",NA,NA,NA,NA,NA
"NLA_IN-10097","Region_05",41.48876,-85.35247,"Poor","Poor","Poor","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Poor","Good","Not Large","Poor","Poor","Good","Poor","Least Disturbed",NA,NA,NA,NA,NA
"NLA_WA-10111","Region_10",46.622,-120.556,"Good","Poor","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Good","Not Large","Good","Good","Good","Poor","Least Disturbed",0,0.287342704587556,0.383847263363205,0.139979859013091,0.647286821705426
"NLA_UT-10358","Region_08",38.20258,-111.4929,"Fair","Good","Fair","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Good","Large","Fair","Good","Fair","Fair","Least Disturbed",0,0.11875,0.409498207885304,0.409498207885304,0.409498207885304
"NLA_NM-10074","Region_06",36.17599,-104.8161,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Poor","Large","Fair","Fair","Good","Fair","Moderately Disturbed",0,0.735294117647058,0.664603960396039,0.664603960396039,0.664603960396039
"NLA_UT-10051","Region_08",40.3437782,-111.0606041,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Good","Not Large","Fair","Fair","Fair","Poor","Moderately Disturbed",0,0.343045438779049,0.214706902532084,0.214706902532084,0.214706902532084
"NLA_ID-10117","Region_10",45.12767,-116.0224,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Not Assessed","Good","Not Large","Fair","Good","Poor","Good","Least Disturbed",0,0.0224953040487024,0.402163014467343,0.390423572744014,0.437583892617449
"NLA_NM-10082","Region_06",35.66711,-105.2418,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Poor","Large","Poor","Poor","Poor","Poor","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_NH-10005","Region_01",42.73345,-72.10314,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Poor","Fair","Poor","Fair","Least Disturbed",0,0.00717448417086925,0.340271962511023,0.142112125162972,0.369346733668341
"NLA_IL-10030","Region_05",40.63115,-89.74544,"Poor","Fair","Good","Mesotrophic","Above Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Fair","Not Large","Fair","Fair","Fair","Poor","Moderately Disturbed",0,0.0270178942569983,0.0978135675582792,0.097058823529412,0.11799850634802
"NLA_OR-10237","Region_10",44.39364,-121.781,"Good","Good","Good","Oligotrophic","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Good","Good","Not Large","Good","Good","Fair","Good","Not Assessed",0,0.0572388810340271,0.150703655674393,0.032258064516129,0.183514774494556
"NLA_OR-10077","Region_10",44.39993,-121.8014,"Good","Fair","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Good","Good","Good","Fair","Least Disturbed",0,0.0719270904677322,0.181098268881408,0.032258064516129,0.183514774494556
"NLA_AZ-10083","Region_09",33.8306,-109.0851,"Poor","Poor","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","Poor","Good","Large","Not Assessed","Good","Not Assessed","Good","Moderately Disturbed",0,0.160456273764258,0.262357414448669,0.262357414448669,0.262357414448669
"NLA_VT-10011","Region_01",44.44696,-71.81175,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Good","Fair","Fair","Moderately Disturbed",0,0.040458015267175,0.357251908396946,0.357251908396946,0.357251908396946
"NLA_WI-10086","Region_05",45.73497,-91.57065,"Fair","Good","Good","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Fair","Not Large","Good","Good","Fair","Good","Moderately Disturbed",0,0.052855924978687,0.242114236999147,0.242114236999147,0.242114236999147
"NLA_IN-10170","Region_05",41.40107,-85.70056,"Good","Good","Fair","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","Poor","Good","Not Large","Poor","Poor","Poor","Poor","Least Disturbed",NA,NA,NA,NA,NA
"NLA_NM-10003","Region_06",36.69162,-106.6984,"Poor","Fair","Poor","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Not Assessed","Fair","Large","Poor","Fair","Poor","Good","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_MT-10108","Region_08",48.05508,-106.4418,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Poor","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.095367847411444,0.200272479564032,0.200272479564032,0.200272479564032
"NLA_UT-10142","Region_08",39.70682,-111.2934,"Good","Good","Fair","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Poor","Good","Poor","Fair","Moderately Disturbed",0,0.052060737527115,0.140997830802603,0.140997830802603,0.140997830802603
"NLA_ID-10058","Region_10",44.96412,-116.463,"Fair","Good","Fair","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Poor","Good","Not Large","Poor","Good","Poor","Good","Least Disturbed",NA,NA,NA,NA,NA
"NLA_VT-10020","Region_01",44.41874,-72.9473,"Good","Good","Fair","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Poor","Not Large","Fair","Fair","Fair","Good","Moderately Disturbed",0,0.026572668112798,0.223427331887201,0.223427331887201,0.223427331887201
"NLA_WA-10131","Region_10",47.15698,-122.6829,"Good","Fair","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Fair","Not Large","Good","Good","Good","Poor","Most Disturbed",0,0.085930918281382,0.171019376579612,0.171019376579612,0.171019376579612
"NLA_IN-10093","Region_05",41.71686,-85.65816,"Poor","Poor","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Good","Not Large","Good","Good","Fair","Fair","Least Disturbed",0,0.062650676165856,0.226916136098057,0.171750663129973,0.324400564174894
"NLA_IN-10197","Region_05",40.61074,-85.37019,"Poor","Poor","Poor","Hypereutrophic","Above Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Not Assessed","Good","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0,0.146825396825396,0.146825396825396,0.146825396825396
"NLA_MN-10080","Region_05",47.04493,-94.5032,"Fair","Fair","Fair","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0.335907335907335,0.400194741966893,0.400194741966893,0.400194741966893
"NLA_MT-10179","Region_08",45.49482,-104.9378,"Good","Fair","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Good","Not Large","Poor","Poor","Poor","Poor","Least Disturbed",0,0.037105751391466,0.328385899814471,0.328385899814471,0.328385899814471
"NLA_ID-10202","Region_10",42.34945,-115.9023,"Poor","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Fair","Not Large","Good","Good","Fair","Poor","Moderately Disturbed",0,0.123287671232876,0.293542074363992,0.293542074363992,0.293542074363992
"NLA_SD-10016","Region_08",43.57442,-97.05877,"Poor","Poor","Poor","Hypereutrophic","Above Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Poor","Not Large","Fair","Fair","Fair","Poor","Moderately Disturbed",0,0.043726235741445,0.208211143695014,0.208211143695014,0.208211143695014
"NLA_WA-10005","Region_10",47.31062,-121.2989,"Fair","Poor","Poor","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Fair","Not Large","Fair","Good","Poor","Good","Least Disturbed",0,0.066871165644172,0.225766871165644,0.225766871165644,0.225766871165644
"NLA_WI-10131","Region_05",45.47702,-88.76988,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Fair","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.286978733158608,0.360261027245261,0.33013589128697,0.381632653061224
"NLA_VT-10032","Region_01",42.7426925,-72.61100905,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Fair","Good","Fair","Fair","Moderately Disturbed",0,0.0453209828884658,0.216740499910926,0.185699039487726,0.238679245283018
"NLA_ID-10032","Region_10",42.23855,-111.8531,"Fair","Poor","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Poor","Poor","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.033333333333333,0.094736842105263,0.094736842105263,0.094736842105263
"NLA_VA-10013","Region_03",37.21441,-78.62347,"Poor","Fair","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Fair","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0.512993262752646,0.383060635226179,0.383060635226179,0.383060635226179
"NLA_WA-10129","Region_10",47.93791,-118.9888,"Good","Fair","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Fair","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.29639388588456,0.553510461092736,0.347942754919499,0.570175438596491
"NLA_ME-10044","Region_01",45.77843,-69.12447,"Good","Fair","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0.044145873320537,0.226487523992322,0.226487523992322,0.226487523992322
"NLA_NH-10019","Region_01",43.36766,-71.24469,"Fair","Fair","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Fair","Good","Fair","Good","Moderately Disturbed",0,0.0431560248956109,0.100618889193541,0.068539325842697,0.258942457231726
"NLA_TN-10029","Region_04",35.67353,-87.03213,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Poor","Poor","Not Large","Poor","Fair","Poor","Fair","Moderately Disturbed",0,0.267590027700831,0.551246537396121,0.551246537396121,0.551246537396121
"NLA_ID-10073","Region_10",42.89755,-111.9673,"Good","Fair","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Fair","Not Large","Good","Good","Good","Fair","Least Disturbed",NA,NA,NA,NA,NA
"NLA_VT-10006","Region_01",43.89113,-73.05247,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.0335448617433014,0.196364465163364,0.194750211685012,0.272211720226843
"NLA_VA-10011","Region_03",37.29245,-77.89349,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Poor","Not Large","Fair","Good","Fair","Fair","Moderately Disturbed",0,0.269965277777777,0.157118055555555,0.157118055555555,0.157118055555555
"NLA_VA-10015","Region_03",37.15527,-77.52261,"Fair","Poor","Fair","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Poor","Poor","Not Large","Good","Good","Good","Fair","Least Disturbed",0,0.499262997657514,0.531724353736368,0.198542805100182,0.62020202020202
"NLA_MI-10209","Region_05",47.47517,-88.00176,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Poor","Good","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0.046904315196998,0.207939508506616,0.207939508506616,0.207939508506616
"NLA_MI-10213","Region_05",46.8612,-88.84717,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Fair","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0.007862759113653,0.352214960058097,0.352214960058097,0.352214960058097
"NLA_MT-10160","Region_08",46.039,-110.6921,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Poor","Not Large","Good","Good","Fair","Fair","Moderately Disturbed",0,0.033962264150943,0.279245283018867,0.279245283018867,0.279245283018867
"NLA_DE-10017","Region_03",38.64415,-75.54749,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Good","Not Large","Fair","Good","Good","Fair","Moderately Disturbed",0,0.469495597562111,0.307780306320521,0.299583911234396,0.435533894550288
"NLA_VA-10072","Region_03",37.59764,-77.47577,"Poor","Poor","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Good","Not Large","Poor","Fair","Fair","Fair","Most Disturbed",0,0.214467104945672,0.167098597583262,0.094683175528041,0.45327868852459
"NLA_TN-10017","Region_04",35.37137,-86.3815,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","Poor","Poor","Not Large","Poor","Fair","Poor","Poor","Moderately Disturbed",0,0.031504617055948,0.311243889190657,0.311243889190657,0.311243889190657
"NLA_IN-10206","Region_05",38.06487,-87.29741,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Fair","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.104772137100299,0.245106883716295,0.031157270029674,0.437282229965156
"NLA_ID-10008","Region_10",42.67705,-113.4073,"Good","Good","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Poor","Poor","Not Large","Good","Good","Good","Fair","Least Disturbed",NA,NA,NA,NA,NA
"NLA_ME-10049","Region_01",45.33344,-69.26659,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0.006479481641469,0.274553571428571,0.274553571428571,0.274553571428571
"NLA_WA-10106","Region_10",46.83106,-122.4472,"Fair","Fair","Poor","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Fair","Not Large","Good","Good","Good","Fair","Least Disturbed",0,0.233644859813084,0.209279038718291,0.209279038718291,0.209279038718291
"NLA_IN-10229","Region_05",39.06614,-87.34955,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Good","Not Large","Fair","Poor","Good","Fair","Moderately Disturbed",0,0.051216389244558,0.302176696542893,0.302176696542893,0.302176696542893
"NLA_IN-10052","Region_05",41.28699,-85.78291,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","Poor","Fair","Not Large","Poor","Poor","Poor","Poor","Least Disturbed",0,0.0332627562927437,0.126796501363061,0.032208588957055,0.178168130489335
"NLA_OR-10062","Region_10",43.63194,-124.1792,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0.112707693890499,0.405672867055439,0.362637362637362,0.442080378250591
"NLA_OR-10219","Region_10",43.51896,-124.2226,"Good","Good","Fair","Mesotrophic","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Good","Poor","Not Large","Good","Good","Good","Fair","Not Assessed",0,0.0150442496926149,0.499539965061361,0.356446370530877,0.515122873345935
"NLA_VT-10031","Region_01",44.6251006,-72.26246102,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0.051930758988016,0.354341736694677,0.354341736694677,0.354341736694677
"NLA_ID-10115","Region_10",43.0784,-112.6937,"Fair","Poor","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Fair","Not Large","Good","Good","Good","Fair","Least Disturbed",0,0.255733944954128,0.411622276029055,0.411622276029055,0.411622276029055
"NLA_IN-10097","Region_05",41.48876,-85.35247,"Fair","Poor","Fair","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","Poor","Fair","Not Large","Good","Good","Good","Poor","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_CO-10022","Region_08",38.99724,-108.0512,"Fair","Fair","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Good","Not Large","Good","Fair","Good","Good","Moderately Disturbed",0,0.045735475896168,0.159456118665018,0.159456118665018,0.159456118665018
"NLA_MT-10016","Region_08",47.55764,-112.4485,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Poor","Large","Poor","Fair","Poor","Poor","Least Disturbed",NA,NA,NA,NA,NA
"NLA_OR-10205","Region_10",44.51261,-122.8876,"Poor","Poor","Poor","Eutrophic","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Good","Fair","Not Large","Good","Good","Good","Fair","Not Assessed",0,0.110030592452503,0.295251267908677,0.160773849232821,0.497905759162303
"NLA_OR-10222","Region_10",45.70816,-122.8156,"Good","Good","Poor","Eutrophic","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Fair","Good","Large","Poor","Good","Poor","Poor","Not Assessed",0,0.163090128755364,0.153400868306801,0.153400868306801,0.153400868306801
"NLA_NJ-10032","Region_02",40.9737,-74.24793,"Good","Fair","Fair","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Fair","Good","Poor","Fair","Least Disturbed",0,0.214083978600464,0.08847931242239,0.044386422976501,0.224390243902439
"NLA_WI-10015","Region_05",45.76453,-90.66041,"Fair","Good","Fair","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Not Assessed","Not Assessed","Poor","Fair","Not Large","Fair","Good","Fair","Fair","Moderately Disturbed",0,0.038461538461538,0.257884972170686,0.257884972170686,0.257884972170686
"NLA_WI-10134","Region_05",45.86692,-89.26935,"Fair","Good","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Poor","Not Large","Poor","Poor","Poor","Fair","Moderately Disturbed",0,0.0637433247492475,0.311106013888376,0.260614934114202,0.322209436133486
"NLA_OR-10261","Region_10",44.7994,-121.8006,"Good","Good","Good","Oligotrophic","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Good","Good","Not Large","Good","Fair","Good","Good","Not Assessed",0,0.93550577053632,0.659027777777777,0.659027777777777,0.659027777777777
"NLA_ME-10073","Region_01",46.47467226,-68.27593111,"Good","Fair","Fair","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Fair","Not Large","Poor","Poor","Poor","Good","Moderately Disturbed",0,0,0.470588235294117,0.470588235294117,0.470588235294117
"NLA_SD-10237","Region_08",45.24669,-97.25489,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Good","Poor","Not Large","Poor","Poor","Fair","Fair","Least Disturbed",0,0.478005865102639,0.428152492668621,0.428152492668621,0.428152492668621
"NLA_NE-10016","Region_07",42.5047,-100.5301,"Good","Good","Good","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","Good","Fair","Not Assessed","Fair","Good","Fair","Poor","Least Disturbed",0,0.075700934579439,0.325757575757575,0.325757575757575,0.325757575757575
"NLA_WA-10083","Region_10",48.39575,-120.1849,"Good","Fair","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Poor","Good","Not Large","Fair","Good","Poor","Fair","Least Disturbed",0,0.052732502396932,0.471716203259827,0.471716203259827,0.471716203259827
"NLA_MT-10042","Region_08",47.88139,-112.3163,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Poor","Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.020710059171598,0.322485207100591,0.322485207100591,0.322485207100591
"NLA_MI-10043","Region_05",45.41361,-84.80677,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","Good","Fair","Not Assessed","Poor","Poor","Poor","Fair","Least Disturbed",NA,NA,NA,NA,NA
"NLA_ID-10189","Region_10",44.65145,-115.4972,"Good","Fair","Fair","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Poor","Good","Poor","Good","Least Disturbed",0,0.026915113871636,0.101449275362318,0.101449275362318,0.101449275362318
"NLA_WI-10164","Region_05",45.91586,-89.82877,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Fair","Good","Fair","Poor","Moderately Disturbed",0,0.290114613180515,0.183381088825214,0.183381088825214,0.183381088825214
"NLA_TX-10149","Region_06",30.96162,-95.90549,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Poor","Good","Not Large","Fair","Fair","Good","Fair","Least Disturbed",0,0.514491575313668,0.168252150050976,0.165725047080979,0.463636363636363
"NLA_SD-10244","Region_08",45.91806,-97.00286,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","Above Benchmark","Detected","At or Below Benchmark","Detected","Fair","Fair","Large","Poor","Poor","Poor","Fair","Moderately Disturbed",0,0.207792207792207,0.294372294372294,0.294372294372294,0.294372294372294
"NLA_WA-10099","Region_10",48.23082,-119.7766,"Fair","Poor","Fair","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0.196682464454976,0.221563981042654,0.221563981042654,0.221563981042654
"NLA_VT-10014","Region_01",44.77784,-71.79917,"Good","Good","Fair","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0.0593770575409798,0.321573608086179,0.31769436997319,0.364285714285714
