UNIQUE_ID,ACSTOTPOP,ACSIPOVBAS,MINORPCT,LOWINCOME,LOWINCPCT,LESSHS,LESSHSPCT,LINGISO,LINGISOPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,PRE1960,PRE1960PCT,VULEOPCT,VULEO,DISPEO,DSLPM,CANCER,RESP,PTRAF,PWDIS,PNPL,PRMP,PTSDF,OZONE,PM25,D_LDPNT_2,D_DSLPM_2,D_CANCR_2,D_RESP_2,D_PTRAF_2,D_PWDIS_2,D_PNPL_2,D_PRMP_2,D_PTSDF_2,D_OZONE_2,D_PM25_2,P_MINORPCT,P_LWINCPCT,P_LESHSPCT,P_LNGISPCT,P_UNDR5PCT,P_OVR64PCT,P_LDPNT,P_VULEOPCT,P_DSLPM,P_CANCR,P_RESP,P_PTRAF,P_PWDIS,P_PNPL,P_PRMP,P_PTSDF,P_OZONE,P_PM25,P_LDPNT_D2,P_DSLPM_D2,P_CANCR_D2,P_RESP_D2,P_PTRAF_D2,P_PWDIS_D2,P_PNPL_D2,P_PRMP_D2,P_PTSDF_D2,P_OZONE_D2,P_PM25_D2
NLA_IA-10004,1004,0,0.089641434,0,0.183516484,0,0.088590604,0,0,0,0.02689243,0,0.227091633,0,0.499176277,0.136578959,0,0,0.114514628,16.37353358,0.20196197,1.409084117,0.000128008,0.010161304,0.187128827,0.065309162,41.26914118,6.902006466,-109.06635,-25.02060508,-3577.496822,-44.12720697,-307.8745299,-0.02796871,-2.220170203,-40.88627413,-14.26957212,-9017.004225,-1508.037717,53,29,67,66,14,81,60,33,0,1,1,12,55,3,12,25,4,1,23,65,54,56,71,35,70,72,61,46,50
NLA_WA-10004,698,0,0.028653295,0,0.285100287,0,0.105454545,0,0.003236246,0,0.075931232,0,0.173352436,0,0.695767196,0.156876791,0,0,0.073314851,21.34991761,0.331914673,NA,1.48E-07,0.017028832,2.059065543,0.024769607,44.78653072,10.33813753,-95.82967556,-10.09782937,-2940.57508,-45.71539973,NA,-2.03E-05,-2.345421601,-283.600009,-3.411577045,-6168.55571,-1423.896343,1,59,70,43,68,68,93,20,5,3,9,NA,59,5,93,1,85,83,9,67,60,59,NA,26,66,6,70,47,44
NLA_UT-10001,1584.26491,0,0.162422554,0,0.269412298,0,0.118537974,0,0.001892413,0,0.079188182,0,0.115583738,0,0.283739575,0.215917426,0,0,0.205727409,17.38784099,0.244966595,73.06595627,3.147130027,0.01745516,0.499643181,0.332305051,50.25455882,8.566073205,-59.28003826,-44.20006648,-3735.738132,-52.63051633,-16767.37968,-722.1704466,-3.789289331,-113.2770141,-75.12285032,-10797.07779,-1840.401367,47.3551765,54.48379215,76.51620785,54.06448235,48.6131059,63.1613804,78.2579294,50.80655295,20,14,16,18.41965885,79.00034905,18.8710353,50.42000789,38.806902,0,89,16.51620785,60.06448235,58.4193098,58.4193098,61.8062039,14.45137645,60.4193098,39.6124078,48.6448235,56.77413725,48.48379215
NLA_WY-10001,1529,0,0.086330935,0,0.219060225,0,0.056273764,0,0,0,0.022890778,0,0.386527142,0,0.228390724,0.15269558,0,0,0.013137502,9.835396119,0.107235895,24.60799603,NA,0.005457826,0.01220152,0.009079316,49.44524444,4.476637945,-70.36763386,-4.04769045,-3030.305003,-33.03959135,-7581.772261,NA,-1.681567002,-3.75931252,-2.797355091,-15234.17764,-1379.261008,34,40,45,71,15,99,62,31,0,0,0,28,NA,35,3,2,37,5,23,82,53,61,61,NA,51,81,78,34,43
NLA_OK-10002,1033,0,0.186834463,0,0.291384318,0,0.030967742,0,0.018987342,0,0.062923524,0,0.179090029,0,0.505050505,0.23910939,0,0,0.105568866,24.79665426,0.330219624,45.16392389,2.94E-07,0.012158891,1.276336537,0.043870491,46.55828824,7.219414658,-60.04533452,-12.55105733,-2948.068332,-39.25973259,-5369.528178,-3.50E-05,-1.445567711,-151.7433475,-5.215752234,-5535.303823,-858.3144929,19,38,12,72,48,69,83,27,3,1,2,36,37,15,88,8,47,3,4,45,41,41,33,35,45,11,49,37,40
NLA_IL-10002,1041,0,0.048991354,0,0.236381323,0,0.053594771,0,0.006578947,0,0.06820365,0,0.199807877,0,0.449640288,0.142686339,0,0,0.217066972,24.22752236,0.301519292,12.27865222,3.94E-05,0.040114618,1.410160004,0.09531419,45.51587582,8.646524932,-99.00489782,-47.79530199,-5334.582867,-66.39059605,-2703.59828,-0.008669199,-8.832713161,-310.4987495,-20.98693542,-10021.99927,-1903.851458,12,46,36,46,63,77,55,21,7,14,13,7,35,35,73,7,14,17,16,46,39,39,53,42,36,11,54,34,35
NLA_WI-10006,1452.355744,0,0.045234118,0,0.219446958,0,0.034821882,0,0,0,0.04675957,0,0.230345779,0,0.256334513,0.132340538,0,0,0.140008929,17.5729898,0.206968843,NA,0.008544293,0.036022991,0.083921255,0.071433364,40.45751503,6.274009178,-82.56774038,-45.09913406,-5660.54342,-66.66800223,NA,-2.752395999,-11.60341116,-27.03106201,-23.00980997,-13032.01806,-2020.959539,24.9060425,42.89750091,26.92312568,61,39.98718761,83.98291682,42.01708318,32.88895932,14,12,12,NA,85.9957292,21.0042708,13.02135398,14,36,20,32.99145841,52.00854159,39.00854159,41.00854159,NA,8.004270796,51,62.98718761,63.0042708,33.01281239,37.00854159
NLA_MO-10006,1573,0,0.040686586,0,0.382802548,0,0.103103103,0,0,0,0.068658614,0,0.11252384,0,0.272131148,0.211744567,0,0,0.165159686,26.03822906,0.34064907,0.049297732,1.27E-05,0.015402272,0.560231249,0.054502767,43.56346144,7.281388795,-60.98028128,-37.00967055,-5834.754846,-76.33406289,-11.0468412,-0.002834943,-3.451405219,-125.5389522,-12.2132072,-9761.88193,-1631.643936,20,62,58,72,63,28,61,48,13,9,7,7,36,16,66,13,15,0,20,55,48,48,70,48,59,24,62,44,47
NLA_MN-10015,1036,0,0.014478764,0,0.3503861,0,0.11299435,0,0,0,0.048262548,0,0.186293436,0,0.296437659,0.182432432,0,0,0.133561094,16.11723489,0.197293513,12.89786843,NA,0.035675966,0.056606077,0.038597824,37.28557255,5.871573726,-52.75178271,-23.76751273,-2868.100078,-35.10884743,-2295.206201,NA,-6.348622538,-10.07318532,-6.868574021,-6635.055842,-1044.860435,4,76,81,55,34,71,58,53,19,8,11,16,NA,33,7,10,13,9,41,66,66,67,68,NA,60,77,74,60,63
NLA_GA-10001,1662,0,0.41456077,0,0.444170265,0,0.137745975,0,0.056384743,0,0.078820698,0,0.129963899,0,0.207282913,0.429365518,0,0,0.134989163,38.88684068,0.586640003,23.77543541,1.34E-06,0.034928875,0.051833618,0.046196908,34.9915634,9.606252055,25.89444903,16.86328093,4857.869366,73.28495838,2970.103956,0.000167076,4.3634276,6.475222424,5.771066482,4371.258784,1200.043942,48,66,60,83,70,56,81,57,4,27,50,22,39,86,5,3,15,58,73,51,54,55,53,66,66,49,49,54,55
NLA_LA-10001,1102,0,0.395644283,0,0.468239564,0,0.381414702,0,0.06557377,0,0.038112523,0,0.16061706,0,0.118461538,0.431941924,0,0,0.18465966,34.68315828,0.456641554,NA,0.016510554,0.069987117,0.107446701,0.085813169,34.99430784,7.660061918,10.14864265,15.81985954,2971.318657,39.1206463,NA,1.414465075,5.995821468,9.204997531,7.351645063,2997.974951,656.2402622,55,65,96,90,26,63,48,60,14,9,1,NA,84,63,18,15,24,0,62,55,56,56,NA,85,65,55,54,58,57
NLA_KY-10001,640.5101168,0,0.020535737,0,0.363992508,0,0.231942739,0,0,0,0.031410997,0,0.192894154,0,0.285350531,0.192264123,0,0,0.177366827,30.72500934,0.385526735,NA,0.130241551,0.045639953,0.131675287,0.131428566,42.9016147,8.605317692,-29.65458549,-18.40215421,-3187.772799,-40.00490393,NA,-12.93869643,-4.747580495,-13.63439231,-13.60854803,-4450.778811,-892.7502339,18.83465078,49.73790703,81.13104648,73,19.90325625,72.7862789,71.95162813,36.26209297,14.73790703,50.2137211,25.95162813,NA,80.70360429,72.90325625,32.7862789,32.65523242,34.60686055,43.47581406,35.04837187,65.13104648,59.26209297,61.26209297,NA,17.68953516,41.31046484,59.73790703,57.73790703,59.26209297,59.26209297
NLA_MT-10002,869,0,0.195627158,0,0.240506329,0,0.020654045,0,0,0,0.075949367,0,0.109321059,0,0.421610169,0.218066743,0,0,0.024254728,14.62373936,0.181548362,0.617108619,2.68E-09,0.004338039,0.014261161,0.011524812,42.65426471,5.784769342,-49.87681098,-2.869353133,-1729.999741,-21.47731243,-73.00442957,-3.17E-07,-0.513193414,-1.687106479,-1.36339418,-5046.032692,-684.3427127,82,31,17,83,72,23,74,57,14,24,23,10,28,5,1,2,16,6,30,76,69,69,77,61,81,82,82,68,72
NLA_SD-10001,1029,0,0.068999028,0,0.311871227,0,0.100613497,0,0,0,0.056365403,0,0.344023324,0,0.305907173,0.190435128,0,0,0.051285701,13.71538045,0.145709392,0.612984975,3.46E-05,0.003594478,0.062667302,0.008578408,40.95750065,5.158026,-51.55001192,-8.642420778,-2311.250235,-24.55424903,-103.2972926,-0.005826095,-0.605724247,-10.56039371,-1.445592225,-6901.96188,-869.2058416,34,56,69,66,37,98,54,50,12,2,1,10,33,2,18,9,34,9,40,69,60,64,74,57,69,69,75,54,57
NLA_KS-10010,1769,0,0.042962125,0,0.198417185,0,0.089182494,0,0,0,0.064443188,0,0.177501413,0,0.414473684,0.120689655,0,0,0.133337068,24.21622769,0.319644748,8.82790936,NA,0.046479858,0.731474228,0.055909459,44.77953399,7.922981644,-171.2115316,-55.07911475,-10003.28269,-132.039425,-3646.648605,NA,-19.19998309,-302.1586838,-23.09517939,-18497.61008,-3272.839444,9,34,62,58,53,66,62,19,11,20,20,17,NA,49,54,17,38,54,3,39,22,24,53,NA,24,14,50,19,19
NLA_MT-10003,803,0,0.110834371,0,0.190535492,0,0.058015267,0,0,0,0.01867995,0,0.371108344,0,0.223706177,0.150684932,0,0,0.027363719,13.26422099,0.160943599,46.73759147,0.017429565,0.021724112,0.021739534,0.024618443,46.60433529,5.753900274,-36.5588472,-4.471874762,-2167.685466,-26.30196685,-7638.020945,-2.848400609,-3.550230533,-3.552750735,-4.02323224,-7616.243754,-940.3225418,66,20,51,83,11,97,54,28,17,10,8,41,77,27,9,16,60,5,41,69,62,64,50,20,63,75,72,54,65
NLA_CO-10002,1892,0,0.213002114,0,0.17887931,0,0.120532586,0,0.031930334,0,0.05179704,0,0.136892178,0,0.291122715,0.195940712,0,0,0.184693327,26.87024396,0.483836415,8.177705487,0.066407513,0.01379209,0.335856028,0.082585718,51.75409216,7.490917288,-87.1704966,-55.30248305,-8045.722254,-144.8745093,-2448.639734,-19.88431551,-4.129747604,-100.5649344,-24.72853434,-15496.6606,-2242.995635,40,39,74,73,44,59,77,38,23,58,88,6,74,8,53,14,21,54,6,44,28,18,62,16,54,24,55,34,29
NLA_NE-10012,459,0,0,0,0.235294118,0,0.061946903,0,0,0,0.043572985,0,0.25708061,0,0.633986928,0.117647059,0,0,0.074429129,13.74355114,0.154754602,1.150844775,NA,0.007318572,0.04596549,0.009502182,45.69903595,5.15797863,-68.83723332,-8.081389555,-1492.251645,-16.80299412,-124.9567882,NA,-0.794638209,-4.990855475,-1.031730974,-4961.924388,-560.0446361,1,44,51,57,25,89,80,23,2,0,0,9,NA,2,1,1,95,0,26,74,70,71,70,NA,74,77,77,62,69
NLA_WV-10004,2219.783394,0,0.00946844,0,0.270587987,0,0.054830557,0,0,0,0.066730513,0,0.166222741,0,0.137236664,0.140028213,0,0,0.168265715,32.55416737,0.412420602,71.79920694,0.087969289,0.067106365,0.40666671,0.161412905,41.27910207,8.578187282,-63.34184368,-76.13347805,-15371.97897,-194.6402921,-36062.97998,-29.26661515,-30.31853265,-199.7200997,-67.41236837,-19521.11563,-4053.314149,24.53329816,26.195348,17.60443061,88,68.30299668,39.21108168,20.48061578,17.46670184,37.49373667,79.59916489,70.74895611,52.29358715,60.33304503,73.73238925,76.07077186,41.32363549,37.84603323,80.39665956,29.41696951,18.69551243,8.005995295,6.996585761,23.44821163,24.23073393,10.79600378,9.015404828,31.21416707,9.251372741,7.773770473
NLA_ND-10004,847,0,0.059031877,0,0.537190083,0,0.103379722,0,0,0,0.047225502,0,0.18772137,0,0.270226537,0.29811098,0,0,0.068198016,13.60552806,0.147625255,20.29474636,7.05E-06,0.00314734,0.259850493,0.014294347,39.59373399,6.000765753,-12.83801774,-3.239975428,-646.3762305,-7.013432719,-964.1699753,-0.000334824,-0.14952494,-12.34506898,-0.679100902,-1881.033093,-285.086498,29,92,73,60,25,70,57,83,14,6,9,29,39,43,23,11,63,32,69,87,85,85,73,56,85,85,87,84,85
NLA_RI-10003,499.6113016,0,0.002454863,0,0.055440234,0,0,0,0,0,0.013501744,0,0.320847439,0,0.356447586,0.028947548,0,0,0.280777717,18.9547279,0.232736022,12.20607137,NA,0.085638234,0.039417699,0.120234369,41.58932484,5.29651863,-39.76834542,-46.5625743,-3143.343911,-38.59561372,-2272.985026,NA,-14.74945536,-6.657281632,-19.97842657,-6896.936303,-878.3444252,2.489131377,7.380409239,4,44,17.78262754,81.8804018,32.56958054,1.156515933,16,2,2,3.045652098,NA,16.06740131,0.710871017,2.289128983,97,1,59.19999042,58.4391121,56.88259137,57.37172275,69.24347689,NA,55.68258898,69.24347689,69.24347689,51.68041137,54.90432862
NLA_MI-10006,1340.827003,0,0.133162829,0,0.183043742,0,0.033910618,0,0,0,0.063622998,0,0.156285828,0,0.256661232,0.158103286,0,0,0.225779885,20.95360953,0.249308322,19.95062918,1.68E-06,0.106123865,0.049817853,0.111699791,43.2429549,7.885005205,-67.31849589,-59.23819484,-5497.628822,-65.4113848,-5236.985597,-0.000441279,-27.83574662,-13.07048939,-29.32905241,-11345.71659,-2068.800214,48.29160343,29.3869138,21.4762483,63,61.97609652,49.86316209,44.76187585,31.99402413,35,28,28,19.30953104,40.53570344,68.83925861,5.922617241,20.08335863,43,42,29.16074139,37,35,35,52.69046896,41.3869138,24.69644483,60,52.07140689,32.92261724,33
NLA_MN-10016,554,0,0.012635379,0,0.162454874,0,0.042606516,0,0,0,0.036101083,0,0.178700361,0,0.622641509,0.087545126,0,0,0.108915076,25.95472025,0.316637486,0.372492555,NA,0.012740474,0.28678524,0.029669837,40.51717255,6.391007699,-91.98122587,-16.08974359,-3834.223947,-46.77604002,-55.02736535,NA,-1.882117444,-42.36604464,-4.383048582,-5985.497503,-944.1271,4,37,41,55,19,68,83,15,11,58,52,7,NA,11,40,6,92,19,22,72,58,59,77,NA,75,60,78,63,66
NLA_UT-10002,1829,0,0.112083106,0,0.157463095,0,0.00435161,0,0,0,0.042099508,0,0.069983598,0,0.35130719,0.1347731,0,0,0.156387654,17.15810669,0.240327877,7.076061197,0.020388371,0.02031008,0.492864427,0.158822732,52.47098431,8.114991781,-140.9914697,-62.7636605,-6886.129155,-96.45171426,-2839.86294,-8.182543537,-8.151122867,-197.8031818,-63.74093977,-21058.38257,-3256.820959,31,27,7,53,13,35,83,25,17,13,15,5,63,24,61,26,12,70,3,55,42,43,71,22,52,20,50,34,27
NLA_IL-10004,1348,0,0.064540059,0,0.144767899,0,0.099576271,0,0,0,0.056379822,0,0.263353116,0,0.191528545,0.104653979,0,0,0.191483711,22.43851427,0.280688809,44.02881515,0.002575664,0.01572869,0.356944282,0.376736316,47.41577451,8.972712055,-64.42820162,-64.41311989,-7548.081779,-94.42078283,-14810.83343,-0.866426471,-5.290966895,-120.0723273,-126.7301608,-15950.17118,-3018.326594,15,27,58,44,49,91,33,11,2,5,5,17,46,4,35,17,80,28,26,41,29,31,41,33,45,27,41,20,21
NLA_TX-10014,805,0,0.232298137,0,0.413836478,0,0.14801444,0,0.094736842,0,0.055900621,0,0.228571429,0,0.394904459,0.323067307,0,0,0.098704175,27.51294699,0.326104377,NA,6.48E-05,0.008421075,0.067466277,0.021900858,42.49113333,8.064298082,-9.897381218,-2.473795437,-689.5493805,-8.173063814,NA,-0.00162296,-0.211055086,-1.690888643,-0.548895138,-1064.943522,-202.1132723,15,62,55,70,37,91,86,33,3,12,11,NA,37,3,4,1,59,10,15,36,35,36,NA,26,36,36,37,35,35
NLA_MD-10003,1028.463588,0,0.008033446,0,0.086119743,0,0.029482427,0,0.001570035,0,0.000914383,0,0.204130375,0,0.354226148,0.047076595,0,0,0.274239107,25.50080139,0.313859638,NA,7.75E-06,0.058530776,0.062785559,0.072847318,45.03946928,8.211940822,-110.6338112,-85.67256634,-7966.475401,-98.05005918,NA,-0.002324585,-18.2882828,-19.60060824,-22.73122507,-14070.37444,-2565.418378,0.530788295,21.66819178,19.16106663,48.02366314,3.379134497,78.52137546,69.11374035,1.947836241,9,7,4,NA,43.13740349,32.7725193,3.417047946,2.379134497,69,20,9.96208655,36.03791345,27.03791345,30,NA,27.4692117,27.11374035,42.81043275,47.81043275,23.03791345,23.0758269
NLA_GA-10002,749,0,0.596795728,0,0.740418118,0,0.328646749,0,0,0,0.024032043,0,0.098798398,0,0.547094188,0.668606923,0,0,0.490055939,45.32598646,0.647427371,250.364859,0.00963539,1.204300917,1.120816625,0.516892848,38.5681,9.511344795,128.835179,115.403245,10673.81395,152.4626344,58958.40626,2.269037331,283.6007538,263.9410426,121.7230671,9082.399654,2239.82604,66,95,94,51,12,36,96,84,70,76,80,71,88,99,82,44,28,48,91,68,64,64,72,91,99,78,62,62,63
NLA_MO-10009,619,0,0.022617124,0,0.258481422,0,0.126,0,0,0,0.040387722,0,0.219709208,0,0.294776119,0.140549273,0,0,0.108634599,27.95510531,0.387252858,NA,0.047193482,0.0545402,0.074196629,0.076400392,43.35707843,7.993152877,-38.98428815,-14.36697966,-3697.076557,-51.21438269,NA,-6.241361397,-7.212968523,-9.812541039,-10.10398983,-5733.99515,-1057.098437,11,40,67,72,30,79,64,24,0,19,27,NA,81,42,15,19,12,18,33,69,59,58,NA,15,49,66,63,58,58
NLA_FL-10007,1820,0,0.464835165,0,0.392857143,0,0.3118767,0,0.064150943,0,0.018681319,0,0.095604396,0,0.030864198,0.428846154,0,0,0.172010258,34.03041415,0.523476047,11.16242434,7.98E-06,0.011342662,0.115193539,0.033018339,29.41402353,7.422372055,4.193023213,23.36827335,4623.166255,71.11628984,1516.459462,0.001084181,1.54094549,15.64949757,4.48567189,3996.011344,1008.358578,56,60,93,66,17,21,49,59,4,56,63,6,74,6,14,2,33,5,64,52,58,58,50,87,50,53,50,57,57
NLA_MA-10003,2346.604123,0,0.109149493,0,0.12025122,0,0.042581684,0,0,0,0.047286847,0,0.149962779,0,0.548052206,0.114700356,0,0,0.171937143,21.32115993,0.244713231,178.0857897,NA,0.045435361,0.237305649,0.386288341,38.89105894,5.352196821,-338.5622785,-99.38195324,-12243.72681,-140.2506064,-97456.92081,NA,-25.95485905,-141.2302987,-163.2895866,-22437.3491,-3083.182789,32.38739663,33.56500875,36.14543973,39,48.5160862,51.98324984,54.25737913,27.56500875,8,14.72587071,10.72587071,22.45174141,NA,10.4839138,42.58043098,10.35522424,17.5160862,4,11.3719744,36.25870707,19.46849158,21.71044848,40.41956902,NA,40.83913804,25.77479326,57.58043098,15.46849158,17.95240538
NLA_MN-10017,1308.400072,0,0.034406866,0,0.232954694,0,0.041418681,0,0.001779379,0,0.070120283,0,0.180947389,0,0.312887736,0.13368078,0,0,0.106688797,16.20076504,0.190049537,0.450827897,NA,0.017224867,0.840915848,0.054231155,38.7072123,6.184595515,-90.20868479,-30.78945401,-4675.207269,-54.84310261,-116.5842475,NA,-4.972178101,-242.7491206,-15.64595373,-11169.68372,-1784.675397,14.02838009,55.02838009,40.07804525,55.99645249,60.86519458,69.01419004,60.05676018,36.03547511,9.996452489,8.992904978,8,6.067402712,NA,16.98226244,65.9680724,16.00709502,40.0319276,14.00354751,23.01064253,61.03547511,52.05676018,54.05321267,75.95033484,NA,63.0319276,21.07095022,66.01419004,39.07449773,44.06740271
NLA_AL-10001,1057.120781,0,0.068248522,0,0.328329339,0,0.141447026,0,2.22E-05,0,0.06829835,0,0.208667415,0,0.276281296,0.19828893,0,0,0.126146427,40.08078139,0.670833379,NA,NA,0.01445512,0.031709914,0.238763004,34.17680452,8.635261365,-45.41244044,-20.72507869,-6584.684722,-110.2139431,NA,NA,-2.373163089,-5.217042205,-39.16481324,-5614.241362,-1418.608381,14.92585333,42.51004578,55.12681799,71,63.87167864,76.40124142,78.63988474,24.66216758,0.9936591,29.33406376,48.62248499,NA,NA,14.91317153,1.242778721,40.75470884,6.99303099,11.1781135,9.210505905,46.98543387,37.95818594,35.92522522,NA,NA,46.0190227,51.88083892,34.13755566,38.99114666,38.97149585
NLA_NE-10013,459,0,0,0,0.235294118,0,0.061946903,0,0,0,0.043572985,0,0.25708061,0,0.633986928,0.117647059,0,0,0.074429129,13.74355114,0.154754602,1.150844775,NA,0.007318572,0.04596549,0.009502182,45.69903595,5.15797863,-68.83723332,-8.081389555,-1492.251645,-16.80299412,-124.9567882,NA,-0.794638209,-4.990855475,-1.031730974,-4961.924388,-560.0446361,1,44,51,57,25,89,80,23,2,0,0,9,NA,2,1,1,95,0,26,74,70,71,70,NA,74,77,77,62,69
NLA_VA-10012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA_RI-10004,2381,0,0.058798824,0,0.29384089,0,0.062402496,0,0.023046092,0,0.015959681,0,0.211255775,0,0.305037313,0.176319857,0,0,0.194437077,19.95050797,0.235998329,91.49125983,NA,0.055287503,0.045834742,0.150184677,40.95262353,5.295663534,-129.1940701,-82.35096557,-8449.744379,-99.95362312,-38749.77818,NA,-23.41620926,-19.41263126,-63.60851241,-17344.88169,-2242.900444,20,59,35,56,17,73,26,45,3,11,4,14,NA,4,2,4,37,1,27,45,28,30,51,NA,46,64,62,20,27
NLA_CA-10001,595,0,0.275630252,0,0.57417103,0,0.223140496,0,0.01242236,0,0.025210084,0,0.359663866,0,0.327569645,0.424900641,0,0,0.043117706,35.10653239,0.503675663,NA,NA,0.039932304,0.04805334,0.050614573,61.9619366,9.361429589,13.77961406,1.813798546,1476.798828,21.18772711,NA,NA,1.679800746,2.021421988,2.129163342,2606.50395,393.7998801,12,84,67,20,14,97,61,43,0,44,39,NA,NA,22,1,1,83,26,49,33,36,36,NA,NA,35,33,33,37,36
NLA_MI-10007,594,0,0.045454545,0,0.405821918,0,0.136633663,0,0,0,0.055555556,0,0.372053872,0,0.185266229,0.225638232,0,0,0.048764386,14.19354693,0.153597255,18.99510483,NA,0.010053766,0.010708119,0.009010076,33.86387255,5.732134301,-14.14810732,-3.723958598,-1083.909497,-11.72966309,-1450.58699,NA,-0.767769475,-0.817740088,-0.688066714,-2586.060641,-437.7422247,18,68,77,63,53,97,34,51,0,0,0,19,NA,1,0,0,0,2,60,71,68,68,59,NA,71,72,72,66,67
NLA_SD-10002,719.6294951,0,0.003706987,0,0.205049782,0,0.106223247,0,0.004921025,0,0.080727976,0,0.228218627,0,0.602045466,0.104378385,0,0,0.055403922,13.69133366,0.148542604,NA,NA,0.003377496,0.041746763,0.012397515,40.34013152,5.68145581,-107.025993,-9.855900582,-2434.605275,-26.41665778,NA,NA,-0.600779774,-7.409205915,-2.210663816,-7172.965712,-1010.535345,2.750059538,32.00071445,71.37526792,69.74982139,60.62306502,80.25041676,87.12508931,17.25065492,15.24994046,1.375029769,2,NA,NA,0.624970231,11.12508931,12.12485116,20.875387,24.62473208,15.24994046,66.75005954,58,61.37502977,NA,NA,69.37502977,71.24994046,71.87514884,52,53.12508931
NLA_PA-10003,1483.359452,0,0.01405137,0,0.202729423,0,0.126217098,0,0.001143943,0,0.044353164,0,0.169085234,0,0.47164324,0.108390396,0,0,0.222101624,25.50181688,0.30179031,NA,0.008642697,0.095387591,0.176498804,0.46528386,41.18744039,9.131204013,-150.680898,-83.0246675,-9436.237861,-112.0148054,NA,-2.755489698,-37.79769868,-57.41549359,-145.8687446,-15284.97031,-3376.398985,9.990030615,38.68580917,70.49129511,57,41.50681993,50.51780678,51.43553888,20.06818451,16.47988429,25.04023141,22.52011571,NA,64.98772169,48.12256941,22.43207229,37.33369585,17.04023141,33.12069423,20.03835623,45.65554715,35.74691694,36.01856744,NA,22.10364811,33.01379962,49.50740365,38.16092565,32.80419448,32.03561356
NLA_MT-10006,1130.751033,0,0.050731424,0,0.302943676,0,0.081109739,0,0,0,0.048792657,0,0.216124474,0,0.378883545,0.17683755,0,0,0.025084273,14.22556122,0.200243837,NA,NA,0.017350383,0.329312242,0.019633481,43.9042,7.295210685,-74.57587155,-4.952638144,-2808.694439,-39.53613794,NA,NA,-3.420778698,-65.41911537,-3.870943135,-8668.444112,-1440.366209,28.48643838,48.27430986,68.04785035,83,39.71929401,71.3014331,70.28070599,39.62359331,14,21,35,NA,NA,23.23285563,65.85644894,11.46571127,24,38,16.41786092,67.11642782,54.46571127,53.34928345,NA,NA,62.88357218,32.32855634,72.88357218,48.34928345,53.34928345
NLA_CO-10005,1030,0,0.066990291,0,0.351456311,0,0.025222552,0,0,0,0.057281553,0,0.088349515,0,0.137209302,0.209223301,0,0,0.136374549,17.17876847,0.242687068,27.23087286,NA,0.01604756,0.210737816,0.121496795,51.44275752,6.777794548,-20.4890753,-20.36442399,-2565.25669,-36.23977039,-4066.308881,NA,-2.396336561,-31.46887939,-18.14277115,-7681.800829,-1012.108804,6,71,29,46,50,34,67,41,19,21,25,12,NA,21,40,17,16,39,23,55,57,55,60,NA,61,51,57,53,52
NLA_TX-10015,563,0,0.964476021,0,0.344582593,0,0.097112861,0,0.171296296,0,0.09946714,0,0.134991119,0,0.229426434,0.654529307,0,0,0.058386218,25.63564776,0.281357423,0.00350514,NA,0.007017206,0.155454468,0.039114253,34.40515229,9.00312137,38.79251501,9.872219995,4334.597515,47.57325415,0.592665858,NA,1.186502677,26.28498242,6.613624348,5817.387141,1522.290675,90,52,41,83,78,65,77,74,0,8,6,2,NA,2,19,5,9,22,73,40,47,46,38,NA,41,45,41,47,49
NLA_ID-10006,886,0,0.011286682,0,0.44469526,0,0.063934426,0,0.011204482,0,0.071106095,0,0.23476298,0,0.266409266,0.227990971,0,0,0.018081267,12.43727566,0.153448221,9.788362049,5.61E-07,0.010499756,0.021393941,0.011897279,49.10518889,6.089836712,-29.79046945,-2.021886958,-1390.763488,-17.15891715,-1094.556149,-6.27E-05,-1.174105791,-2.392317508,-1.330379928,-5491.050103,-680.9789202,2,73,43,65,56,87,73,44,2,1,1,15,38,23,5,2,63,2,31,75,70,70,66,48,66,73,74,61,68
NLA_LA-10003,2420,0,0.354132231,0,0.571938169,0,0.324307305,0,0.001798561,0,0.072727273,0,0.112809917,0,0.2,0.4630352,0,0,0.162807129,36.89394586,0.571566169,NA,NA,0.01554491,0.070920876,0.05897116,34.76222092,8.512825479,52.67569226,42.87989101,9717.070691,150.5382182,NA,NA,4.094194411,18.67903123,15.53173337,9155.620256,2242.094876,51,78,92,62,62,36,66,64,9,20,45,NA,NA,9,9,9,16,21,78,62,70,72,NA,NA,61,59,57,72,72
