"ncca_site_id","low_inc_buf","min_inc","max_inc","low_inc_buf5","min_inc5","max_inc5","SITE_ID","NCCA_REG","CHLA","CHLA_COND","DIN","DIN_COND","DIP","DIP_COND","DO","DO_COND","LIGHT_TRANS","SECCHI_FINAL","TRANS_COND","CAT_WQI","ERL_TOT","ERM_TOT","LRM_STATUS","MERMQ","MERMQ_STATUS","MPECQ","NCA_SCI_STATUS","NCA_SQI_STATUS","NCA_SQI_STATUS_NOTOC","NCA_TOX_STATUS","NCCA_SCI_STATUS","NCCA_SQI_STATUS","PEC_STATUS","PR_MAX","SIG_TEST","NCCA_TOX_STATUS","TISSUE_STATUS","NCA_BI","NCA_BI_STATUS","OTI","OTI_STATUS","NCCA_BI_STATUS","NCCA_BI_TYPE","nearestBlock","distToNearestBlock","OBJECTID","ID","STATE_NAME","ST_ABBREV","REGION","ACSTOTPOP","D_PM25_2","B_PM25_D2","P_PM25_D2","D_OZONE_2","B_OZONE_D2","P_OZONE_D2","D_DSLPM_2","B_DSLPM_D2","P_DSLPM_D2","D_CANCR_2","B_CANCR_D2","P_CANCR_D2","D_RESP_2","B_RESP_D2","P_RESP_D2","D_PTRAF_2","B_PTRAF_D2","P_PTRAF_D2","D_LDPNT_2","B_LDPNT_D2","P_LDPNT_D2","D_PNPL_2","B_PNPL_D2","P_PNPL_D2","D_PRMP_2","B_PRMP_D2","P_PRMP_D2","D_PTSDF_2","B_PTSDF_D2","P_PTSDF_D2","D_PWDIS_2","B_PWDIS_D2","P_PWDIS_D2","PM25","B_PM25","P_PM25","OZONE","B_OZONE","P_OZONE","DSLPM","B_DSLPM","P_DSLPM","CANCER","B_CANCR","P_CANCR","RESP","B_RESP","P_RESP","PTRAF","B_PTRAF","P_PTRAF","PRE1960PCT","B_LDPNT","P_LDPNT","PNPL","B_PNPL","P_PNPL","PRMP","B_PRMP","P_PRMP","PTSDF","B_PTSDF","P_PTSDF","PWDIS","B_PWDIS","P_PWDIS","VULEOPCT","B_VULEOPCT","P_VULEOPCT","MINORPCT","B_MINORPCT","P_MINORPCT","LOWINCPCT","B_LWINCPCT","P_LWINCPCT","LINGISOPCT","B_LNGISPCT","P_LNGISPCT","LESSHSPCT","B_LESHSPCT","P_LESHSPCT","UNDER5PCT","B_UNDR5PCT","P_UNDR5PCT","OVER64PCT","B_OVR64PCT","P_OVR64PCT","T_MINORPCT","T_LWINCPCT","T_LNGISPCT","T_LESHSPCT","T_UNDR5PCT","T_OVR64PCT","T_VULEOPCT","T_PM25","T_PM25_D2","T_OZONE","T_OZONE_D2","T_DSLPM","T_DSLPM_D2","T_CANCR","T_CANCR_D2","T_RESP","T_RESP_D2","T_PTRAF","T_PTRAF_D2","T_LDPNT","T_LDPNT_D2","T_PNPL","T_PNPL_D2","T_PRMP","T_PRMP_D2","T_PTSDF","T_PTSDF_D2","T_PWDIS","T_PWDIS_D2","Shape_Length","Shape_Area","gini","gini5","low_inc_buf_coast1","gini_coast1","low_minor_buf","dist_to_coast","dist_to_coast","minor_shore","low_inc_shore"
455,NA,NA,NA,0.47308082708176,0.244482173174872,0.498081350729086,"NCCAGL10-1117","Great Lakes",0.32,"GOOD",NA,"",5e-04,"GOOD",10.7,"GOOD",NA,10.65,"GOOD","GOOD",NA,NA,"",NA,"",0.027660577,"","","","","GOOD","GOOD","GOOD",0,"NO","GOOD","Poor",NA,"",0,"Oligotrophic","GOOD","OTI",260690004003,4433.94859976052,97649,260690004003,"Michigan","MI",5,1354,-795.717841627254,7,60,-5054.07285820409,6,58,-13.2752846700949,7,64,-2014.51309525771,7,61,-22.4496981739039,7,62,-56023.3701785266,3,26,-35.8813111612501,5,46,-71.6252985962309,2,10,-6.12254012299136,7,67,-68.4235280445169,4,38,-0.000810355790696,5,40,6.3714898630137,1,8,40.4690862745098,1,8,0.10629815907,1,8,16.130654729438,1,3,0.179759729969396,1,3,448.591594294749,7,63,0.28730964467005,5,49,0.573519707699343,10,94,0.049024541475353,1,5,0.547882418264908,5,47,6.488699179e-06,5,44,0.261965343015946,6,59,0.025849335302806,1,8,0.498081350729086,8,79,0.025993883792049,9,80,0.108870967741935,7,67,0.046528803545052,5,41,0.24519940915805,9,86,"3% (8%ile)","50% (79%ile)","3% (80%ile)","11% (67%ile)","5% (41%ile)","25% (86%ile)","26% (59%ile)","6.37 ug/m3 (8%ile)","60%ile","40.5 ppb (8%ile)","58%ile","0.106 ug/m3 (8%ile)","64%ile","16 lifetime risk per million (3%ile)","61%ile","0.18  (3%ile)","62%ile","450 daily vehicles/meters distance (63%ile)","26%ile","0.29 = fraction pre-1960 (49%ile)","46%ile","0.57 facilities/km distance (94%ile)","10%ile","0.049 facilities/km distance (5%ile)","67%ile","0.55 facilities/km distance (47%ile)","38%ile","0.0000065 toxicity-weighted concentration/meters distance (44%ile)","40%ile",21431.8294918622,12750861.8532821,NA,0.253599177554214,0.41771747459524,0.253599177554214,0.0399651891206167,4968.511811,4968.511811,0.041821588,0.412088024
456,0.363203050524308,0.363203050524308,0.363203050524308,0.388170346085169,0.363203050524308,0.452574525745257,"NCCAGL10-1112","Great Lakes",1.71,"FAIR",NA,"",0.00761125,"FAIR",10.6,"GOOD",NA,NA,"MISSING","FAIR",NA,NA,"",NA,"",NA,"","","","","MISS","MISS","MISS",0,"","MISS","Missing",NA,"",NA,"NS","MISS","OTI",260639512003,0,97351,260639512003,"Michigan","MI",5,1049,-1085.91536582135,6,53,-6225.98076840321,6,52,-16.0428295319471,7,61,-2332.2698650769,6,59,-24.9850211066502,7,60,NA,0,NA,-56.8725203266509,4,34,-1.71487552483312,7,68,-52.203206633809,4,32,-11.8088364778372,7,61,NA,0,NA,7.0487904109589,2,13,40.4134934640523,1,8,0.1041356873,1,8,15.139008046256,1,1,0.1621803896853,1,1,NA,0,NA,0.369165487977369,6,59,0.011131436699295,1,1,0.33885648359288,7,63,0.076652394790088,2,14,NA,0,NA,0.207340324118207,5,47,0.051477597712107,3,21,0.363203050524308,7,62,0,7,63,0.160975609756097,9,83,0.042897998093422,4,37,0.291706387035271,10,93,"5% (21%ile)","36% (62%ile)","0% (63%ile)","16% (83%ile)","4% (37%ile)","29% (93%ile)","21% (47%ile)","7.05 ug/m3 (13%ile)","53%ile","40.4 ppb (8%ile)","52%ile","0.104 ug/m3 (8%ile)","61%ile","15 lifetime risk per million (1%ile)","59%ile","0.16  (1%ile)","60%ile","","","0.37 = fraction pre-1960 (59%ile)","34%ile","0.011 facilities/km distance (1%ile)","68%ile","0.34 facilities/km distance (63%ile)","32%ile","0.077 facilities/km distance (14%ile)","61%ile","","",64043.6606298926,249246692.18836,0,0.089371475220949,0.363203050524308,0,0.051477597712107,266.91166,266.91166,0.051477598,0.363203051
457,NA,NA,NA,0.301245146839856,0.278651685393258,0.431592039800995,"NCCAGL10-1111","Great Lakes",4.48,"FAIR",NA,"",0.009845,"GOOD",8.5,"GOOD",NA,2.614726911,"FAIR","FAIR",NA,NA,"",NA,"",0.057171839,"","","","","GOOD","GOOD","GOOD",0,"NO","GOOD","Poor",NA,"",0.531045752,"Oligotrophic","GOOD","OTI",260119704001,1549.75247925564,95865,260119704001,"Michigan","MI",5,900,-1186.13145442311,6,51,-7322.12022770979,5,48,-17.5424086198609,7,60,-3040.82612373463,6,53,-33.5282664708452,6,55,-2584.53395142457,6,56,-41.3564230538105,5,43,-3.53582314215828,7,62,-11.6772145413227,7,62,-5.85007645165947,7,67,-0.059072227463223,3,27,6.59373095890411,1,9,40.7038281045752,1,9,0.097518637061,1,7,16.9040195991305,1,6,0.186384374010823,1,5,14.3674813329484,2,17,0.229901269393512,5,41,0.019655718959917,1,5,0.064913893605775,2,10,0.032520704233431,1,4,0.000328383817479,7,61,0.154325842696629,4,30,0.03,2,10,0.278651685393258,5,48,0,7,63,0.080932784636488,6,53,0.056666666666667,6,54,0.342222222222222,11,96,"3% (10%ile)","28% (48%ile)","0% (63%ile)","8% (53%ile)","6% (54%ile)","34% (96%ile)","15% (30%ile)","6.59 ug/m3 (9%ile)","51%ile","40.7 ppb (9%ile)","48%ile","0.0975 ug/m3 (7%ile)","60%ile","17 lifetime risk per million (6%ile)","53%ile","0.19  (5%ile)","55%ile","14 daily vehicles/meters distance (17%ile)","56%ile","0.23 = fraction pre-1960 (41%ile)","43%ile","0.02 facilities/km distance (5%ile)","62%ile","0.065 facilities/km distance (10%ile)","62%ile","0.033 facilities/km distance (4%ile)","67%ile","0.00033 toxicity-weighted concentration/meters distance (61%ile)","27%ile",73181.1147365564,212704257.923935,NA,0.152940354407737,0.278651685393258,0,0.03,2713.310087,2713.310087,0.03,0.278651685
458,0.285302593659942,0.285302593659942,0.285302593659942,0.318090105942479,0.285302593659942,0.431297709923664,"NCCAGL10-1110","Great Lakes",1.12,"GOOD",NA,"",0.00714125,"FAIR",9.6,"GOOD",NA,NA,"MISSING","GOOD",NA,NA,"",NA,"",0.057212749,"","","","","GOOD","GOOD","GOOD",0,NA,"GOOD","Poor",NA,"",0.25,"Oligotrophic","GOOD","OTI",260070009002,0,95830,260070009002,"Michigan","MI",5,1436,-1749.59583892541,4,39,-10635.9627774531,4,35,-19.9521719181849,6,58,-4485.79163087573,5,42,-50.145064107782,5,44,-20130.8432767112,4,39,-74.5956809973864,3,26,-4.63446464306546,7,60,-3.59473491317459,7,69,-4.64765639293301,7,67,NA,0,NA,6.27577654794521,1,8,38.151054248366,1,4,0.071568170099,1,3,16.0904737481026,1,3,0.179869664937083,1,3,72.2090618390702,4,33,0.267573696145124,5,46,0.016623761826671,1,3,0.012894265385334,1,0,0.016671080454553,1,1,NA,0,NA,0.16006076758206,4,32,0.034818941504178,2,12,0.285302593659942,5,49,0,7,63,0.058355437665782,5,40,0.016713091922005,1,9,0.279944289693593,10,92,"3% (12%ile)","29% (49%ile)","0% (63%ile)","6% (40%ile)","2% (9%ile)","28% (92%ile)","16% (32%ile)","6.28 ug/m3 (8%ile)","39%ile","38.2 ppb (4%ile)","35%ile","0.0716 ug/m3 (3%ile)","58%ile","16 lifetime risk per million (3%ile)","42%ile","0.18  (3%ile)","44%ile","72 daily vehicles/meters distance (33%ile)","39%ile","0.27 = fraction pre-1960 (46%ile)","26%ile","0.017 facilities/km distance (3%ile)","60%ile","0.013 facilities/km distance (0%ile)","69%ile","0.017 facilities/km distance (1%ile)","67%ile","","",54345.7000221407,76881645.5848271,0,0.145995116263722,0.285302593659942,0,0.034818941504178,186.4423996,186.4423996,0.034818942,0.285302594
459,0.344444444444444,0.344444444444444,0.344444444444444,0.338157074602342,0.306267806267806,0.344444444444444,"NCCAGL10-1109","Great Lakes",3.35,"POOR",NA,"",0.00612125,"FAIR",11.1,"GOOD",NA,2.484656942,"POOR","POOR",NA,NA,"",NA,"",NA,"","","","","MISS","MISS","MISS",0,"","MISS","Poor",NA,"",NA,"NS","MISS","OTI",260639501001,0,97315,260639501001,"Michigan","MI",5,810,-846.267607865551,6,59,-5090.85090414252,6,57,-11.7880916119963,7,65,-2042.60143420882,7,61,-21.9422549553573,7,63,NA,0,NA,-30.1270402432094,6,50,-2.43382225432206,7,66,-4.30926345539219,7,69,-3.75751179714525,7,68,NA,0,NA,6.80263506849315,2,11,40.9222810457516,2,10,0.0947573612,1,7,16.4192414056227,1,4,0.176380558175453,1,3,NA,0,NA,0.242173112338858,5,43,0.0195640297039,1,5,0.034639570779465,1,2,0.030204371860583,1,4,NA,0,NA,0.200617283950617,5,45,0.05679012345679,3,23,0.344444444444444,6,59,0,7,63,0.13089802130898,8,75,0.002469135802469,1,4,0.339506172839506,11,96,"6% (23%ile)","34% (59%ile)","0% (63%ile)","13% (75%ile)","0% (4%ile)","34% (96%ile)","20% (45%ile)","6.8 ug/m3 (11%ile)","59%ile","40.9 ppb (10%ile)","57%ile","0.0948 ug/m3 (7%ile)","65%ile","16 lifetime risk per million (4%ile)","61%ile","0.18  (3%ile)","63%ile","","","0.24 = fraction pre-1960 (43%ile)","50%ile","0.02 facilities/km distance (5%ile)","66%ile","0.035 facilities/km distance (2%ile)","69%ile","0.03 facilities/km distance (4%ile)","68%ile","","",50707.892705743,102781372.050636,0,0.038176638176638,0.344444444444444,0,0.05679012345679,134.4732922,134.4732922,0.056790123,0.344444444
460,0.129221732745961,0.129221732745961,0.129221732745961,0.24182232550772,0.110942249240121,0.4,"NCCAGL10-1107","Great Lakes",0.71,"GOOD",NA,"",0.00342375,"GOOD",10.5,"GOOD",NA,12.23333333,"GOOD","GOOD",NA,NA,"",NA,"",0.048300619,"","","","","GOOD","GOOD","GOOD",0,"NO","GOOD","Poor",NA,"",0,"Oligotrophic","GOOD","OTI",261419506002,0,101195,261419506002,"Michigan","MI",5,681,-1073.16477632921,6,53,-6579.77543902242,6,51,-12.817267788273,7,64,-2685.37951803245,6,56,-29.8322307947574,6,57,-88.534877343195,7,64,-11.2936995487595,7,63,-1.8031232338208,7,68,-1.82847052173588,8,71,-1.8560658494085,8,71,NA,0,NA,6.21364583561644,1,7,38.0970333333333,1,4,0.07421224063,1,3,15.548401911165,1,2,0.172729221768763,1,2,0.512618736697707,1,9,0.065390749601276,2,14,0.010440120119538,1,1,0.010586881431008,1,0,0.0107466589383,1,0,NA,0,NA,0.100587371512481,2,13,0.071953010279001,4,30,0.129221732745961,2,18,0,7,63,0.04159445407279,3,27,0.011747430249633,1,7,0.349486049926578,11,97,"7% (30%ile)","13% (18%ile)","0% (63%ile)","4% (27%ile)","1% (7%ile)","35% (97%ile)","10% (13%ile)","6.21 ug/m3 (7%ile)","53%ile","38.1 ppb (4%ile)","51%ile","0.0742 ug/m3 (3%ile)","64%ile","16 lifetime risk per million (2%ile)","56%ile","0.17  (2%ile)","57%ile","0.51 daily vehicles/meters distance (9%ile)","64%ile","0.065 = fraction pre-1960 (14%ile)","63%ile","0.01 facilities/km distance (1%ile)","68%ile","0.011 facilities/km distance (0%ile)","71%ile","0.011 facilities/km distance (0%ile)","71%ile","","",105433.550224133,246578613.082443,0,0.289057750759879,0.129221732745961,0,0.071953010279001,1348.617638,1348.617638,0.07195301,0.129221733
461,0.303353658536585,0.303353658536585,0.303353658536585,0.291671930519135,0.129221732745961,0.303353658536585,"NCCAGL10-1105","Great Lakes",0.29,"GOOD",NA,"",0.0021325,"GOOD",12,"GOOD",NA,6.18962249,"FAIR","GOOD",NA,NA,"",NA,"",NA,"","","","","MISS","MISS","MISS",0,"","MISS","Poor",NA,"",NA,"NS","MISS","OTI",260070003002,0,95810,260070003002,"Michigan","MI",5,656,-821.662298874719,6,59,-4932.88124252888,6,58,-9.35742916386445,7,67,-2119.90569717607,7,61,-23.3207655955856,7,62,-6229.10786108152,6,51,-19.4289551356113,6,57,-1.57912899591253,7,69,-1.39504774120629,8,72,-1.5822203931606,8,71,NA,0,NA,6.35194882191781,1,8,38.1341692810458,1,4,0.07233861312,1,3,16.3881591186497,1,4,0.180283688023621,1,4,48.1547886449012,3,28,0.150197628458498,3,28,0.012207626635638,1,1,0.010784566686837,1,0,0.012231525014735,1,0,NA,0,NA,0.157012195121951,4,31,0.010670731707317,1,3,0.303353658536585,6,52,0,7,63,0.057728119180633,4,39,0.013719512195122,1,8,0.303353658536585,10,94,"1% (3%ile)","30% (52%ile)","0% (63%ile)","6% (39%ile)","1% (8%ile)","30% (94%ile)","16% (31%ile)","6.35 ug/m3 (8%ile)","59%ile","38.1 ppb (4%ile)","58%ile","0.0723 ug/m3 (3%ile)","67%ile","16 lifetime risk per million (4%ile)","61%ile","0.18  (4%ile)","62%ile","48 daily vehicles/meters distance (28%ile)","51%ile","0.15 = fraction pre-1960 (28%ile)","57%ile","0.012 facilities/km distance (1%ile)","69%ile","0.011 facilities/km distance (0%ile)","72%ile","0.012 facilities/km distance (0%ile)","71%ile","","",51860.6409474649,85528368.6709932,0,0.174131925790624,0.303353658536585,0,0.010670731707317,69.61688269,69.61688269,0.010670732,0.303353659
462,0.296825396825396,0.296825396825396,0.296825396825396,0.296311167345163,0.211822660098522,0.296825396825396,"NCCAGL10-1104","Great Lakes",1.65,"FAIR",NA,"",0.00330125,"GOOD",NA,"MISSING",NA,NA,"MISSING","FAIR",NA,NA,"",NA,"",0.104963648,"","","","","FAIR","FAIR","FAIR",0,NA,"GOOD","Poor",NA,"",NA,"Oligochaetes Unassigned","MISS","OTI",260979501002,0,98743,260979501002,"Michigan","MI",5,630,-604.38251557186,7,64,-3508.84396356877,7,63,-7.24041372136489,7,69,-1488.82251538264,7,65,-16.0953808608852,7,66,NA,0,NA,-45.0670243633356,5,41,-1.80501100086823,7,68,-3.29877058629346,8,70,-1.1545176035528,8,72,NA,0,NA,6.12673775342466,1,6,35.5698026143791,1,2,0.07339741795,1,3,15.0924702123666,1,1,0.163161863613523,1,1,NA,0,NA,0.456852791878172,7,66,0.018297731584612,1,4,0.033440249792481,1,2,0.011703559263271,1,0,NA,0,NA,0.197619047619047,5,44,0.098412698412698,5,40,0.296825396825396,6,51,0,7,63,0.045889101338432,4,31,0.080952380952381,8,79,0.311111111111111,10,94,"10% (40%ile)","30% (51%ile)","0% (63%ile)","5% (31%ile)","8% (79%ile)","31% (94%ile)","20% (44%ile)","6.13 ug/m3 (6%ile)","64%ile","35.6 ppb (2%ile)","63%ile","0.0734 ug/m3 (3%ile)","69%ile","15 lifetime risk per million (1%ile)","65%ile","0.16  (1%ile)","66%ile","","","0.46 = fraction pre-1960 (66%ile)","41%ile","0.018 facilities/km distance (4%ile)","68%ile","0.033 facilities/km distance (2%ile)","70%ile","0.012 facilities/km distance (0%ile)","72%ile","","",112804.181716101,490417644.668217,0,0.085002736726874,0.296825396825396,0,0.098412698412698,90.77002923,90.77002923,0.098412698,0.296825397
463,0.4002574002574,0.4002574002574,0.4002574002574,0.38465970169403,0.160392798690671,0.4002574002574,"NCCAGL10-1102","Great Lakes",10.49,"POOR",NA,"",0.01527625,"FAIR",10.3,"GOOD",NA,1.071666667,"POOR","POOR",NA,NA,"",NA,"",NA,"","","","","MISS","MISS","MISS",0,"","MISS","Poor",NA,"",NA,"NS","MISS","OTI",260639507002,0,97330,260639507002,"Michigan","MI",5,781,-766.007611527792,7,60,-4487.58266316241,7,60,-11.4200540477443,7,65,-1805.01062601191,7,63,-19.9207320850297,7,64,-1540.89711575522,6,59,-44.9019388292678,5,41,-2.3343733597587,7,66,-21.8733703446242,6,52,-15.0460606113408,6,59,NA,0,NA,6.97444849315068,2,12,40.8591424836601,1,9,0.1039788346047,1,8,16.4345020222465,1,4,0.181376944278383,1,4,14.0297660301895,2,17,0.408829174664107,7,63,0.021254314600018,1,6,0.199155586112157,5,49,0.136993383850746,3,24,NA,0,NA,0.213573002305396,5,48,0.026888604353393,1,9,0.4002574002574,7,67,0,7,63,0.10251798561151,7,64,0.038412291933419,4,31,0.17157490396927,6,59,"3% (9%ile)","40% (67%ile)","0% (63%ile)","10% (64%ile)","4% (31%ile)","17% (59%ile)","21% (48%ile)","6.97 ug/m3 (12%ile)","60%ile","40.9 ppb (9%ile)","60%ile","0.104 ug/m3 (8%ile)","65%ile","16 lifetime risk per million (4%ile)","63%ile","0.18  (4%ile)","64%ile","14 daily vehicles/meters distance (17%ile)","59%ile","0.41 = fraction pre-1960 (63%ile)","41%ile","0.021 facilities/km distance (6%ile)","66%ile","0.2 facilities/km distance (49%ile)","52%ile","0.14 facilities/km distance (24%ile)","59%ile","","",75869.144971147,262525139.700267,0,0.239864601566729,0.4002574002574,0,0.026888604353393,397.7418853,397.7418853,0.026888604,0.4002574
464,NA,NA,NA,0.293426704843998,0.285302593659942,0.297520661157024,"NCCAGL10-1101","Great Lakes",0.94,"GOOD",NA,"",0.0038375,"GOOD",12.5,"GOOD",NA,9.833333333,"GOOD","GOOD",NA,NA,"",NA,"",0.028693627,"","","","","GOOD","GOOD","GOOD",0,"NO","GOOD","Missing",NA,"",NA,"Oligochaetes Unassigned","MISS","OTI",260070003004,3621.25429748836,95812,260070003004,"Michigan","MI",5,980,-1135.9315766902,6,52,-6819.60895020412,6,50,-12.936457323687,7,64,-2930.72692312357,6,54,-32.2404886641332,6,56,-18965.2656040792,5,40,-45.9163188661373,5,40,-2.45326444186983,7,66,-2.00939058303964,8,71,-2.45855245056408,8,70,-0.347823563736581,3,20,6.35194882191781,1,8,38.1341692810458,1,4,0.07233861312,1,3,16.3881591186497,1,4,0.180283688023621,1,4,106.050750752256,4,39,0.256756756756756,5,45,0.013718264815556,1,2,0.011236192750184,1,0,0.013747834519651,1,0,0.001944974082285,8,71,0.171719514251981,4,36,0.045918367346939,2,18,0.297520661157024,6,51,0,7,63,0.135818908122503,8,77,0.026530612244898,2,18,0.23469387755102,9,84,"5% (18%ile)","30% (51%ile)","0% (63%ile)","14% (77%ile)","3% (18%ile)","23% (84%ile)","17% (36%ile)","6.35 ug/m3 (8%ile)","52%ile","38.1 ppb (4%ile)","50%ile","0.0723 ug/m3 (3%ile)","64%ile","16 lifetime risk per million (4%ile)","54%ile","0.18  (4%ile)","56%ile","110 daily vehicles/meters distance (39%ile)","40%ile","0.26 = fraction pre-1960 (45%ile)","40%ile","0.014 facilities/km distance (2%ile)","66%ile","0.011 facilities/km distance (0%ile)","71%ile","0.014 facilities/km distance (0%ile)","70%ile","0.0019 toxicity-weighted concentration/meters distance (71%ile)","20%ile",101194.564942785,301908551.976345,NA,0.012218067497082,0.297520661157024,0,0.045918367346939,4214.667621,4214.667621,0.045918367,0.297520661
465,NA,NA,NA,0.269491506339032,0.25,0.332263242375601,"NCCAGL10-1099","Great Lakes",0.92,"GOOD",NA,"",0.00273125,"GOOD",12.4,"GOOD",NA,6.565920689,"GOOD","GOOD",NA,NA,"",NA,"",0.029568948,"","","","","GOOD","GOOD","GOOD",0,"NO","GOOD","Fair",NA,"",1.166666667,"Eutrophic","POOR","OTI",260639505003,2070.37872123325,97325,260639505003,"Michigan","MI",5,623,-714.332004132069,7,62,-4269.82515745795,7,61,-9.8835096036743,7,66,-1630.5705758288,7,64,-17.6534778090285,7,65,NA,0,NA,-34.6254436310508,5,47,-2.00229011822353,7,67,-7.9939293386808,7,65,-5.77184990047125,7,67,NA,0,NA,6.85754547945205,2,11,40.9900718954248,2,10,0.094881114400226,1,7,15.6533822039632,1,2,0.169472354935295,1,2,NA,0,NA,0.332402234636871,6,55,0.019221868080037,1,4,0.076741254322121,2,14,0.055409421619215,1,8,NA,0,NA,0.186998394863563,5,41,0.041733547351525,2,16,0.332263242375601,6,57,0,7,63,0.173684210526315,9,85,0.024077046548957,2,15,0.547351524879614,11,99,"4% (16%ile)","33% (57%ile)","0% (63%ile)","17% (85%ile)","2% (15%ile)","55% (99%ile)","19% (41%ile)","6.86 ug/m3 (11%ile)","62%ile","41 ppb (10%ile)","61%ile","0.0949 ug/m3 (7%ile)","66%ile","16 lifetime risk per million (2%ile)","64%ile","0.17  (2%ile)","65%ile","","","0.33 = fraction pre-1960 (55%ile)","47%ile","0.019 facilities/km distance (4%ile)","67%ile","0.077 facilities/km distance (14%ile)","65%ile","0.055 facilities/km distance (8%ile)","67%ile","","",43226.2761495906,35202088.049613,NA,0.082263242375601,0.287015862237324,0.082263242375601,0.0262668324068906,2666.743019,2666.743019,0.0269623,0.289050431
466,0.4,0.4,0.4,0.4,0.4,0.4,"NCCAGL10-1097","Great Lakes",0.53,"GOOD",NA,"",0.0029725,"GOOD",11.8,"GOOD",NA,7.63030279,"FAIR","GOOD",NA,NA,"",NA,"",NA,"","","","","MISS","MISS","MISS",0,"","MISS","Poor",NA,"",NA,"NS","MISS","OTI",261419505001,0,101191,261419505001,"Michigan","MI",5,755,-681.16875346013,7,62,-4077.89810088182,7,61,-6.80309731517538,7,69,-1756.45592740349,7,64,-20.0142940117555,7,64,-492.993876179421,7,62,-49.0465982161508,4,38,-1.1568994465807,8,70,-1.40991772401049,8,72,-1.44512674112197,8,72,NA,0,NA,6.16878594520548,1,6,36.9301738562092,1,3,0.06161006489,1,1,15.9067787289126,1,3,0.181253022802013,1,4,4.46464063273564,2,13,0.444174757281553,7,66,0.010477088107508,1,1,0.012768466838198,1,0,0.013087325988443,1,0,NA,0,NA,0.20794701986755,5,47,0.015894039735099,1,5,0.4,7,67,0.038961038961039,9,85,0.185468451242829,9,87,0.054304635761589,6,51,0.294039735099337,10,93,"2% (5%ile)","40% (67%ile)","4% (85%ile)","19% (87%ile)","5% (51%ile)","29% (93%ile)","21% (47%ile)","6.17 ug/m3 (6%ile)","62%ile","36.9 ppb (3%ile)","61%ile","0.0616 ug/m3 (1%ile)","69%ile","16 lifetime risk per million (3%ile)","64%ile","0.18  (4%ile)","64%ile","4.5 daily vehicles/meters distance (13%ile)","62%ile","0.44 = fraction pre-1960 (66%ile)","38%ile","0.01 facilities/km distance (1%ile)","70%ile","0.013 facilities/km distance (0%ile)","72%ile","0.013 facilities/km distance (0%ile)","72%ile","","",114485.598482064,433501697.320613,0,0,0.4,0,0.015894039735099,240.9963871,240.9963871,0.01589404,0.4
467,0.201048951048951,0.201048951048951,0.201048951048951,0.213183674319314,0.201048951048951,0.472727272727272,"NCCAGL10-1078","Great Lakes",0.5,"GOOD",NA,"",0.0036425,"GOOD",11.1,"GOOD",NA,5.505999688,"FAIR","GOOD",NA,NA,"",NA,"",0.045775323,"","","","","GOOD","GOOD","GOOD",0,"NO","GOOD","Missing",NA,"",0.5,"Oligotrophic","GOOD","OTI",261530001002,141.244706353819,101632,261530001002,"Michigan","MI",5,1144,-1212.21829079841,6,50,-7334.21210218185,5,48,-10.6920195537128,7,66,-2968.48188345568,6,54,-31.7882001786855,6,56,-6774.62693275403,6,50,-41.9334857708954,5,43,-1.92243918778379,7,68,-3.03314385458292,8,70,-3.03314385458292,7,69,-7.171739959e-06,5,46,5.69902961643836,1,2,34.4804993464052,1,1,0.050266636429,1,0,13.9557918718849,1,0,0.149446593610034,1,0,31.8497087720538,3,23,0.197142857142857,4,35,0.009038007387073,1,1,0.01425978867783,1,0,0.01425978867783,1,1,3.3716665e-08,4,36,0.168269230769231,4,35,0.13548951048951,6,50,0.201048951048951,4,33,0,7,63,0.118811881188118,8,70,0.013986013986014,1,8,0.284090909090909,10,92,"14% (50%ile)","20% (33%ile)","0% (63%ile)","12% (70%ile)","1% (8%ile)","28% (92%ile)","17% (35%ile)","5.7 ug/m3 (2%ile)","50%ile","34.5 ppb (1%ile)","48%ile","0.0503 ug/m3 (0%ile)","66%ile","14 lifetime risk per million (0%ile)","54%ile","0.15  (0%ile)","56%ile","32 daily vehicles/meters distance (23%ile)","50%ile","0.2 = fraction pre-1960 (35%ile)","43%ile","0.009 facilities/km distance (1%ile)","68%ile","0.014 facilities/km distance (0%ile)","70%ile","0.014 facilities/km distance (1%ile)","69%ile","0.000000034 toxicity-weighted concentration/meters distance (36%ile)","46%ile",152044.188504852,803032831.951804,0,0.271678321678321,0.201048951048951,0,0.13548951048951,794.6351628,794.6351628,0.13548951,0.201048951
